lat,lon,age_mid,min_age,max_age,group,genesis_class,Minerals,Mn Ion,mindat ID,Locality containing Mineral
20.434166666667,5.1933333333333,530.0,500.0,560.0,Other,Other/uncertain,Masutomilite,Mn^2+,67348,"Oua-n-Rechla, Ahaggar Mtn (Hoggar Mtn), Tamanghasset Province, Algeria"
-12.15,15.949999999999989,105.5,66.0,145.0,Other,Other/uncertain,Hollandite,Mn^4+,158061,"Bailundo, Bailundo City Council, Huambo Province, Angola"
-84.289166666667,161.40916666667,0.08,0.006,0.154,Other,Hydrothermal/metasomatic,Alabandite,Mn^2+,244416,"Lewis Cliff, Buckley Island Quadrangle, Transantarctic Mts, Eastern Antarctica, Antarctica"
-77.151944444444,147.41472222222,531.0,525.5,536.5,Other,Hydrothermal/metasomatic,Alabandite,Mn^2+,24850,"Victoria Land, Eastern Antarctica, Antarctica"
-27.274444444444,-66.661111111111,8.0,8.0,8.0,Other,Supergene/oxidation product,Chalcophanite,Mn^4+,11134,"Farallón Negro Mine, Agua De Dionisio Mining District (YMAD), Farallón Negro, Belén Department, Catamarca Province, Argentina"
-27.274444444444,-66.661111111111,8.0,8.0,8.0,Other,Hydrothermal/metasomatic,Cryptomelane,Mn^4+,261036,"Esperanza South-East Vein, Farallón Negro Mine, Agua De Dionisio Mining District (YMAD), Farallón Negro, Belén Department, Catamarca Province, Argentina"
-27.274444444444,-66.661111111111,8.0,8.0,8.0,B,Burial diagenetic carbonate,Kutnohorite,Mn^2+,261036,"Esperanza South-East Vein, Farallón Negro Mine, Agua De Dionisio Mining District (YMAD), Farallón Negro, Belén Department, Catamarca Province, Argentina"
-27.274444444444,-66.661111111111,8.0,8.0,8.0,Other,Supergene/oxidation product,Manganite,Mn^3+,261036,"Esperanza South-East Vein, Farallón Negro Mine, Agua De Dionisio Mining District (YMAD), Farallón Negro, Belén Department, Catamarca Province, Argentina"
-23.129444444444,-65.716111111111,477.5,470.0,485.0,Other,Hydrothermal/metasomatic,Alabandite,Mn^2+,22980,"La Esperanza Deposit, Aguilar District, Humahuaca Department, Jujuy Province, Argentina"
-23.129444444444,-65.716111111111,477.5,470.0,485.0,Other,Hydrothermal/metasomatic,Alabandite,Mn^2+,22977,"Aguilar Mine, Aguilar Mining District, Humahuaca Department, Jujuy Province, Argentina"
-23.217777777778,-65.689166666667,477.5,470.0,485.0,Other,Magmatic/pegmatitic or phosphate-stage,Helvine,Mn^2+,22977,"Aguilar Mine, Aguilar Mining District, Humahuaca Department, Jujuy Province, Argentina"
-33.095555555556,-66.123333333333,460.0,460.0,460.0,Other,Magmatic/pegmatitic or phosphate-stage,Columbite-(Mn),Mn^2+,251763,"Virorco Pegmatites, Las Águilas Deposit, El Trapiche, Coronel Pringles Department, San Luis Province, Argentina"
-32.9825,-65.982777777778,463.0,438.0,488.0,Other,Other/uncertain,Bermanite,Mn^2+,11465,"San Luis Mine, La Florida, Totoral Pegmatitic Field, Coronel Pringles Department, San Luis Province, Argentina"
-32.9825,-65.982777777778,463.0,438.0,488.0,Other,Magmatic/pegmatitic or phosphate-stage,Hureaulite,Mn^2+,11465,"San Luis Mine, La Florida, Totoral Pegmatitic Field, Coronel Pringles Department, San Luis Province, Argentina"
-32.982777777778,-65.982777777778,450.0,438.0,462.0,Other,Magmatic/pegmatitic or phosphate-stage,Lithiophilite,Mn^2+,258221,"San Luis II Mine, San Luis Mine, La Florida, Totoral Pegmatitic Field, Coronel Pringles Department, San Luis Province, Argentina"
39.375,46.022777777778,22.0,22.0,22.0,Other,Hydrothermal/metasomatic,Alabandite,Mn^2+,206296,"Dastakert Cu Deposit, Syunik' Province, Armenia"
39.8775,9.171944444444392,297.5,272.0,323.0,Other,Hydrothermal/metasomatic,Coronadite,Mn^4+,32230,"Leadville, Bligh Co., New South Wales, Australia"
-33.895833333333,148.12277777778002,432.5,420.0,445.0,Other,Other/uncertain,Calderite,Mn^2+,86,"Hoskins Mine, Grenfell, Forbes Co., New South Wales, Australia"
-33.895833333333,148.12277777778002,432.5,420.0,445.0,C,Metamorphic Mn oxide (ambiguous default),Hausmannite,Mn^2+,86,"Hoskins Mine, Grenfell, Forbes Co., New South Wales, Australia"
-33.895833333333,148.12277777778002,432.5,420.0,445.0,Other,Other/uncertain,Mangano-ferri-eckermannite,Mn^2+,86,"Hoskins Mine, Grenfell, Forbes Co., New South Wales, Australia"
-33.895833333333,148.12277777778002,432.5,420.0,445.0,Other,Other/uncertain,Mangano-mangani-ungarettiite,Mn^2+,86,"Hoskins Mine, Grenfell, Forbes Co., New South Wales, Australia"
-31.405277777778,145.79694444444,406.0,393.0,419.0,Other,Hydrothermal/metasomatic,Coronadite,Mn^4+,5781,"Endeavor Mine (Elura Mine), Cobar, Robinson Co., New South Wales, Australia"
-31.961666666667,141.47055555556,933.0,5.0,1861.0,Other,Other/uncertain,Bementite,Mn^2+,72,"Broken Hill, Broken Hill District, Yancowinna Co., New South Wales, Australia"
-31.961666666667,141.47055555556,933.0,5.0,1861.0,A,Marine hydrogenetic/early diagenetic oxide,Birnessite,Mn^4+,72,"Broken Hill, Broken Hill District, Yancowinna Co., New South Wales, Australia"
-31.961666666667,141.47055555556,933.0,5.0,1861.0,Other,Other/uncertain,Clino-suenoite,Mn^2+,72,"Broken Hill, Broken Hill District, Yancowinna Co., New South Wales, Australia"
-31.961666666667,141.47055555556,933.0,5.0,1861.0,C,Metamorphic Mn oxide (ambiguous default),Hausmannite,Mn^2+,72,"Broken Hill, Broken Hill District, Yancowinna Co., New South Wales, Australia"
-31.961666666667,141.47055555556,933.0,5.0,1861.0,Other,Other/uncertain,Hollandite,Mn^4+,72,"Broken Hill, Broken Hill District, Yancowinna Co., New South Wales, Australia"
-31.961666666667,141.47055555556,933.0,5.0,1861.0,C,Metamorphic Mn oxide (ambiguous default),Jacobsite,Mn^2+,72,"Broken Hill, Broken Hill District, Yancowinna Co., New South Wales, Australia"
-31.961666666667,141.47055555556,933.0,5.0,1861.0,C,Metamorphic Mn silicate,Kanoite,Mn^2+,72,"Broken Hill, Broken Hill District, Yancowinna Co., New South Wales, Australia"
-31.961666666667,141.47055555556,933.0,5.0,1861.0,B,Burial diagenetic carbonate,Kutnohorite,Mn^2+,72,"Broken Hill, Broken Hill District, Yancowinna Co., New South Wales, Australia"
-31.954722222222,141.47888888888997,933.0,5.0,1861.0,Other,Supergene/oxidation product,Chalcophanite,Mn^4+,73,"Block 14 Opencut, Broken Hill, Broken Hill District, Yancowinna Co., New South Wales, Australia"
-31.954722222222,141.47888888888997,933.0,5.0,1861.0,Other,Hydrothermal/metasomatic,Coronadite,Mn^4+,105746,"Junction Mine, Block 14 Opencut, Broken Hill, Broken Hill District, Yancowinna Co., New South Wales, Australia"
-31.954722222222,141.47888888888997,933.0,5.0,1861.0,Other,Hydrothermal/metasomatic,Coronadite,Mn^4+,254350,"Block 14 (ML 14), Broken Hill Proprietary Mine (Proprietary Mine; BHP Mine), Broken Hill, Broken Hill District, Yancowinna Co., New South Wales, Australia"
-31.973055555556,141.45749999999998,1651.5,1600.0,1703.0,Other,Other/uncertain,Ferrorhodonite,Mn^2+,23201,"Broken Hill South Mine (BHS Mine; South Mine), Broken Hill, Broken Hill District, Yancowinna Co., New South Wales, Australia"
-31.97,141.45972222221997,1651.5,1600.0,1703.0,Other,Hydrothermal/metasomatic,Coronadite,Mn^4+,74,"Kintore Opencut, Broken Hill South Mine (BHS Mine; South Mine), Broken Hill, Broken Hill District, Yancowinna Co., New South Wales, Australia"
-31.954722222222,141.47888888888997,933.0,5.0,1861.0,Other,Hydrothermal/metasomatic,Coronadite,Mn^4+,134789,"Blackwood Opencut, MMM Mine, Broken Hill, Broken Hill District, Yancowinna Co., New South Wales, Australia"
-31.95,141.49027777777997,933.0,5.0,1861.0,Other,Other/uncertain,Axinite-(Mn),Mn^2+,69533,"North Mine (North Broken Hill Mine; NBH Mine), Broken Hill, Broken Hill District, Yancowinna Co., New South Wales, Australia"
-31.95,141.49027777777997,933.0,5.0,1861.0,Other,Other/uncertain,Bannisterite,Mn^2+,69533,"North Mine (North Broken Hill Mine; NBH Mine), Broken Hill, Broken Hill District, Yancowinna Co., New South Wales, Australia"
-31.95,141.49027777777997,933.0,5.0,1861.0,C,Metamorphic Mn silicate,Bustamite,Mn^2+,69533,"North Mine (North Broken Hill Mine; NBH Mine), Broken Hill, Broken Hill District, Yancowinna Co., New South Wales, Australia"
-31.95,141.49027777777997,933.0,5.0,1861.0,Other,Other/uncertain,Inesite,Mn^2+,69533,"North Mine (North Broken Hill Mine; NBH Mine), Broken Hill, Broken Hill District, Yancowinna Co., New South Wales, Australia"
-31.95,141.49027777777997,933.0,5.0,1861.0,C,Metamorphic Mn silicate,Johannsenite,Mn^2+,69533,"North Mine (North Broken Hill Mine; NBH Mine), Broken Hill, Broken Hill District, Yancowinna Co., New South Wales, Australia"
-31.981666666667,141.45027777778,933.0,5.0,1861.0,Other,Other/uncertain,Friedelite,Mn^2+,10307,"Southern Operations Mine (Pasminco Mine; Perilya Mine; Consolidated Zinc Mine; CRA Mine; New Broken Hill Consolidated Mine; NBHC Mine), Broken Hill, Broken Hill District, Yancowinna Co., New South Wales, Australia"
-31.981666666667,141.45,933.0,5.0,1861.0,Other,Hydrothermal/metasomatic,Alabandite,Mn^2+,105886,"Zinc Corporation Mine (ZC Mine), Southern Operations Mine (Pasminco Mine; Perilya Mine; Consolidated Zinc Mine; CRA Mine; New Broken Hill Consolidated Mine; NBHC Mine), Broken Hill, Broken Hill District, Yancowinna Co., New South Wales, Australia"
-31.95,141.49027777777997,933.0,5.0,1861.0,Other,Other/uncertain,Bannisterite,Mn^2+,105886,"Zinc Corporation Mine (ZC Mine), Southern Operations Mine (Pasminco Mine; Perilya Mine; Consolidated Zinc Mine; CRA Mine; New Broken Hill Consolidated Mine; NBHC Mine), Broken Hill, Broken Hill District, Yancowinna Co., New South Wales, Australia"
-31.95,141.49027777777997,933.0,5.0,1861.0,C,Metamorphic Mn silicate,Bustamite,Mn^2+,105886,"Zinc Corporation Mine (ZC Mine), Southern Operations Mine (Pasminco Mine; Perilya Mine; Consolidated Zinc Mine; CRA Mine; New Broken Hill Consolidated Mine; NBHC Mine), Broken Hill, Broken Hill District, Yancowinna Co., New South Wales, Australia"
-31.95,141.49027777777997,933.0,5.0,1861.0,Other,Other/uncertain,Inesite,Mn^2+,105886,"Zinc Corporation Mine (ZC Mine), Southern Operations Mine (Pasminco Mine; Perilya Mine; Consolidated Zinc Mine; CRA Mine; New Broken Hill Consolidated Mine; NBHC Mine), Broken Hill, Broken Hill District, Yancowinna Co., New South Wales, Australia"
-20.251388888889,140.15777777777998,1667.5,1665.0,1670.0,Other,Hydrothermal/metasomatic,Alabandite,Mn^2+,203343,"Dugald River Zn-Pb-Ag Deposit (Dugald River Mine), Cloncurry, Cloncurry Shire, Queensland, Australia"
-21.576944444444,140.90888888889003,1532.5,1490.0,1575.0,Other,Hydrothermal/metasomatic,Coronadite,Mn^4+,306743,"Maramungee Deposit, Cloncurry, Cloncurry Shire, Queensland, Australia"
-20.747222222222,140.01194444444002,1498.5,1432.0,1565.0,Other,Other/uncertain,Bixbyite,Mn^3+,12502,"Mary Kathleen Mine (Mary Kathleen Uranium), Mary Kathleen District, Rosebud Station, Cloncurry Shire, Queensland, Australia"
-26.213888888889,152.54638888888996,2.655,0.01,5.3,Other,Other/uncertain,Amamoorite,Mn^2+,19103,"Gympie Region, Queensland, Australia"
-26.213888888889,152.54638888888996,2.655,0.01,5.3,C,Metamorphic Mn oxide (ambiguous default),Braunite,Mn^2+,19103,"Gympie Region, Queensland, Australia"
-26.213888888889,152.54638888888996,2.655,0.01,5.3,Other,Hydrothermal/metasomatic,Cryptomelane,Mn^4+,19103,"Gympie Region, Queensland, Australia"
-20.723611111111,139.47944444444,1655.0,1655.0,1655.0,Other,Hydrothermal/metasomatic,Coronadite,Mn^4+,28503,"Mount Isa Mines, Mount Isa, Mount Isa City Shire, Queensland, Australia"
-25.539166666667,151.97749999999996,219.0,201.0,237.0,A,Marine hydrogenetic/early diagenetic oxide,Asbolane,Mn^4+,42920,"Biggenden Mine (Mt Biggenden Mine; Biggenden Gold And Bismuth Mine; Mt Biggenden Bismuth Mine; Mt Biggenden Magnetite Mine; Biggenden Quarry), North Burnett Region, Queensland, Australia"
-32.744444444444,137.13916666667,1791.0,1787.0,1795.0,Other,Other/uncertain,Allactite,Mn^2+,158,"Iron Monarch Open Cut, Iron Knob, Middleback Range, Eyre Peninsula, South Australia, Australia"
-32.744444444444,137.13916666667,1791.0,1787.0,1795.0,Other,Other/uncertain,Bermanite,Mn^2+,158,"Iron Monarch Open Cut, Iron Knob, Middleback Range, Eyre Peninsula, South Australia, Australia"
-32.744444444444,137.13916666667,1791.0,1787.0,1795.0,Other,Magmatic/pegmatitic or phosphate-stage,Eosphorite,Mn^2+,158,"Iron Monarch Open Cut, Iron Knob, Middleback Range, Eyre Peninsula, South Australia, Australia"
-32.744444444444,137.13916666667,1791.0,1787.0,1795.0,Other,Other/uncertain,Fairfieldite,Mn^2+,158,"Iron Monarch Open Cut, Iron Knob, Middleback Range, Eyre Peninsula, South Australia, Australia"
-32.744444444444,137.13916666667,1791.0,1787.0,1795.0,C,Metamorphic Mn oxide (ambiguous default),Hausmannite,Mn^2+,158,"Iron Monarch Open Cut, Iron Knob, Middleback Range, Eyre Peninsula, South Australia, Australia"
-32.744444444444,137.13916666667,1791.0,1787.0,1795.0,Other,Other/uncertain,Hetaerolite,Mn^3+,158,"Iron Monarch Open Cut, Iron Knob, Middleback Range, Eyre Peninsula, South Australia, Australia"
-32.744444444444,137.13916666667,1791.0,1787.0,1795.0,Other,Magmatic/pegmatitic or phosphate-stage,Hureaulite,Mn^2+,158,"Iron Monarch Open Cut, Iron Knob, Middleback Range, Eyre Peninsula, South Australia, Australia"
-32.744444444444,137.13916666667,1791.0,1787.0,1795.0,C,Metamorphic Mn oxide (ambiguous default),Jacobsite,Mn^2+,158,"Iron Monarch Open Cut, Iron Knob, Middleback Range, Eyre Peninsula, South Australia, Australia"
-32.744444444444,137.13916666667,1791.0,1787.0,1795.0,Other,Other/uncertain,Jahnsite-(CaMnMn),Mn^2+,158,"Iron Monarch Open Cut, Iron Knob, Middleback Range, Eyre Peninsula, South Australia, Australia"
-32.744444444444,137.13916666667,1791.0,1787.0,1795.0,Other,Supergene/oxidation product,Manganite,Mn^3+,158,"Iron Monarch Open Cut, Iron Knob, Middleback Range, Eyre Peninsula, South Australia, Australia"
-32.744444444444,137.13916666667,1791.0,1787.0,1795.0,Other,Other/uncertain,Metaswitzerite,Mn^2+,158,"Iron Monarch Open Cut, Iron Knob, Middleback Range, Eyre Peninsula, South Australia, Australia"
-29.908888888889,139.44027777778,392.0,390.0,394.0,Other,Other/uncertain,Hetaerolite,Mn^3+,8698,"Billy Springs Mine (Mount Fitton Mine; 23M; Good Luck Mine), Mount Fitton Homestead, Arkaroola Region (Arkaroola Wilderness Sanctuary; Arkaroola Station), North Flinders Ranges, Flinders Ranges, South Australia, Australia"
-30.800833333333,138.13138888889,518.0,495.0,541.0,Other,Supergene/oxidation product,Manganite,Mn^3+,130475,"Wheal Tyrell, Ediacaran Fossil Reserve, Beltana, Leigh Creek, North Flinders Ranges, Flinders Ranges, South Australia, Australia"
-31.962222222222,140.49555555556003,14.05,3.1,25.0,Other,Other/uncertain,Bermanite,Mn^2+,167,"Wiperaminga Hill (McMahon's Pegmatite; McMahon Quarry; Wiperaminga East; MC 2464; McMahon Feldspar Pty. Ltd; ML 4536), Boolcoomatta Reserve (Boolcoomata Station; Boolcoomatta), Olary Province, South Australia, Australia"
-31.962222222222,140.49555555556003,14.05,3.1,25.0,Other,Other/uncertain,Dickinsonite-(KMnNa),Mn^2+,167,"Wiperaminga Hill (McMahon's Pegmatite; McMahon Quarry; Wiperaminga East; MC 2464; McMahon Feldspar Pty. Ltd; ML 4536), Boolcoomatta Reserve (Boolcoomata Station; Boolcoomatta), Olary Province, South Australia, Australia"
-31.962222222222,140.49555555556003,14.05,3.1,25.0,Other,Other/uncertain,Bermanite,Mn^2+,26552,"Wiperaminga Hill West Quarry (Wipperaminga Hill), Boolcoomatta Reserve (Boolcoomata Station; Boolcoomatta), Olary Province, South Australia, Australia"
-31.962222222222,140.49555555556003,14.05,3.1,25.0,Other,Other/uncertain,Dickinsonite-(KMnNa),Mn^2+,26552,"Wiperaminga Hill West Quarry (Wipperaminga Hill), Boolcoomatta Reserve (Boolcoomata Station; Boolcoomatta), Olary Province, South Australia, Australia"
-31.961666666667,140.45944444444,14.05,3.1,25.0,Other,Magmatic/pegmatitic or phosphate-stage,Hureaulite,Mn^2+,26552,"Wiperaminga Hill West Quarry (Wipperaminga Hill), Boolcoomatta Reserve (Boolcoomata Station; Boolcoomatta), Olary Province, South Australia, Australia"
-31.961666666667,140.45944444444,14.05,3.1,25.0,Other,Other/uncertain,Laueite,Mn^2+,26552,"Wiperaminga Hill West Quarry (Wipperaminga Hill), Boolcoomatta Reserve (Boolcoomata Station; Boolcoomatta), Olary Province, South Australia, Australia"
-32.080833333333,140.32916666667,14.05,3.1,25.0,Other,Other/uncertain,Jahnsite-(NaMnMg),Mn^2+,192920,"White Rock No. 2 Pegmatite, White Rock Feldspar Mine, Old Boolcoomata Station, Olary Province, South Australia, Australia"
-32.080833333333,140.32916666667,14.05,3.1,25.0,Other,Other/uncertain,Magnesiobermanite,Mn^3+,192920,"White Rock No. 2 Pegmatite, White Rock Feldspar Mine, Old Boolcoomata Station, Olary Province, South Australia, Australia"
-30.44,136.87277777778002,1070.5,541.0,1600.0,Other,Other/uncertain,Manganosite,Mn^2+,11726,"Olympic Dam Mine, Roxby Downs, Stuart Shelf, South Australia, Australia"
-41.783055555556,145.51666666667,518.0,495.0,541.0,Other,Magmatic/pegmatitic or phosphate-stage,Helvine,Mn^2+,65284,"Rosebery Mine (EZ Mine), Rosebery, Rosebery District, West Coast Municipality, Tasmania, Australia"
-41.845833333333,145.51555555556,518.0,495.0,541.0,B,Burial diagenetic carbonate,Kutnohorite,Mn^2+,65284,"Rosebery Mine (EZ Mine), Rosebery, Rosebery District, West Coast Municipality, Tasmania, Australia"
-41.845833333333,145.51555555556,518.0,495.0,541.0,B,Burial diagenetic carbonate,Kutnohorite,Mn^2+,11806,"South Hercules Gold Deposit, Mt Read, Williamsford, Rosebery District, West Coast Municipality, Tasmania, Australia"
-41.885277777778,145.42888888889001,389.05,358.9,419.2,Other,Hydrothermal/metasomatic,Coronadite,Mn^4+,176,"Adelaide Mine (Adelaide Pty Mine; Adelaide Proprietary Mine), Dundas Mineral Field, Zeehan District, West Coast Municipality, Tasmania, Australia"
-41.885277777778,145.42888888889001,389.05,358.9,419.2,Other,Hydrothermal/metasomatic,Coronadite,Mn^4+,178,"Red Lead Mine, Dundas Mineral Field, Zeehan District, West Coast Municipality, Tasmania, Australia"
-41.889444444444,145.43083333333004,389.05,358.9,419.2,A,Marine hydrogenetic/early diagenetic oxide,Lithiophorite,Mn^4+,178,"Red Lead Mine, Dundas Mineral Field, Zeehan District, West Coast Municipality, Tasmania, Australia"
-36.076388888889,143.23472222222,385.0,385.0,385.0,Other,Magmatic/pegmatitic or phosphate-stage,Eosphorite,Mn^2+,208,"Wycheproof Granite Quarry, Wycheproof, Buloke Shire, Victoria, Australia"
-36.85,147.51833333333002,420.0,416.0,424.0,A,Marine hydrogenetic/early diagenetic oxide,Lithiophorite,Mn^4+,15402,"Dorchap Dyke Swarm, Glen Wills, Mt Wills Mining District, Omeo, East Gippsland Shire, Victoria, Australia"
-36.853333333333,147.52944444444,420.0,416.0,424.0,Other,Magmatic/pegmatitic or phosphate-stage,Alluaudite,Mn^2+,208028,"Blue Jacket Tin Mine (Blue Jacket Reef), Dorchap Dyke Swarm, Glen Wills, Mt Wills Mining District, Omeo, East Gippsland Shire, Victoria, Australia"
-36.853333333333,147.52944444444,420.0,416.0,424.0,Other,Magmatic/pegmatitic or phosphate-stage,Alluaudite,Mn^2+,269853,"Knocker Dyke (South Blue Jacket), Dorchap Dyke Swarm, Glen Wills, Mt Wills Mining District, Omeo, East Gippsland Shire, Victoria, Australia"
-36.845833333333,147.52361111110997,420.0,416.0,424.0,Other,Other/uncertain,Kryzhanovskite,Mn^2+,269853,"Knocker Dyke (South Blue Jacket), Dorchap Dyke Swarm, Glen Wills, Mt Wills Mining District, Omeo, East Gippsland Shire, Victoria, Australia"
-36.853333333333,147.52944444444,420.0,416.0,424.0,Other,Magmatic/pegmatitic or phosphate-stage,Alluaudite,Mn^2+,208070,"Unnamed Pegmatite, Dorchap Dyke Swarm, Glen Wills, Mt Wills Mining District, Omeo, East Gippsland Shire, Victoria, Australia"
-37.565833333333,146.2425,387.0,373.0,401.0,A,Marine hydrogenetic/early diagenetic oxide,Lithiophorite,Mn^4+,259377,"Cherry Mine, Woods Point, Mansfield Shire, Victoria, Australia"
-23.402222222222,116.93388888889001,1790.0,1790.0,1790.0,Other,Hydrothermal/metasomatic,Coronadite,Mn^4+,218,"Bali Lo Copper Mine (Casleys Prospect; Bali Low Prospect), Ashburton Downs Station, Ashburton Shire, Western Australia, Australia"
-23.402222222222,116.93388888889001,1790.0,1790.0,1790.0,Other,Hydrothermal/metasomatic,Coronadite,Mn^4+,12151,"Mineral Claim 84 Cu Deposit (Anticline Prospect), Ashburton Downs Station, Ashburton Shire, Western Australia, Australia"
-21.651944444444,121.22944444443999,30.25,8.9,51.6,A,Marine hydrogenetic/early diagenetic oxide,Birnessite,Mn^4+,18838,"Woodie Woodie Manganese Mine, Gregory Ranges District, East Pilbara Shire, Western Australia, Australia"
-21.651944444444,121.22944444443999,30.25,8.9,51.6,Other,Other/uncertain,Bixbyite,Mn^3+,18838,"Woodie Woodie Manganese Mine, Gregory Ranges District, East Pilbara Shire, Western Australia, Australia"
-21.651944444444,121.22944444443999,30.25,8.9,51.6,C,Metamorphic Mn oxide (ambiguous default),Braunite,Mn^2+,18838,"Woodie Woodie Manganese Mine, Gregory Ranges District, East Pilbara Shire, Western Australia, Australia"
-21.651944444444,121.22944444443999,30.25,8.9,51.6,Other,Supergene/oxidation product,Chalcophanite,Mn^4+,18838,"Woodie Woodie Manganese Mine, Gregory Ranges District, East Pilbara Shire, Western Australia, Australia"
-21.651944444444,121.22944444443999,30.25,8.9,51.6,Other,Hydrothermal/metasomatic,Coronadite,Mn^4+,18838,"Woodie Woodie Manganese Mine, Gregory Ranges District, East Pilbara Shire, Western Australia, Australia"
-21.651944444444,121.22944444443999,30.25,8.9,51.6,Other,Other/uncertain,Hollandite,Mn^4+,18838,"Woodie Woodie Manganese Mine, Gregory Ranges District, East Pilbara Shire, Western Australia, Australia"
-21.651944444444,121.22944444443999,30.25,8.9,51.6,A,Marine hydrogenetic/early diagenetic oxide,Lithiophorite,Mn^4+,18838,"Woodie Woodie Manganese Mine, Gregory Ranges District, East Pilbara Shire, Western Australia, Australia"
-21.651944444444,121.22944444443999,30.25,8.9,51.6,Other,Supergene/oxidation product,Manganite,Mn^3+,18838,"Woodie Woodie Manganese Mine, Gregory Ranges District, East Pilbara Shire, Western Australia, Australia"
-21.651944444444,121.22944444443999,30.25,8.9,51.6,Other,Hydrothermal/metasomatic,Cryptomelane,Mn^4+,18838,"Woodie Woodie Manganese Mine, Gregory Ranges District, East Pilbara Shire, Western Australia, Australia"
-21.215,120.73694444443998,1317.0,1306.0,1328.0,Other,Other/uncertain,Bixbyite,Mn^3+,274269,"Ripon Hills Manganese Prospects, Ripon Hills District, East Pilbara Shire, Western Australia, Australia"
-21.215,120.73694444443998,1317.0,1306.0,1328.0,C,Metamorphic Mn oxide (ambiguous default),Braunite,Mn^2+,274269,"Ripon Hills Manganese Prospects, Ripon Hills District, East Pilbara Shire, Western Australia, Australia"
-21.215,120.73694444443998,1317.0,1306.0,1328.0,Other,Hydrothermal/metasomatic,Cryptomelane,Mn^4+,274269,"Ripon Hills Manganese Prospects, Ripon Hills District, East Pilbara Shire, Western Australia, Australia"
-21.215,120.73694444443998,1317.0,1306.0,1328.0,A,Marine hydrogenetic/early diagenetic oxide,Lithiophorite,Mn^4+,274269,"Ripon Hills Manganese Prospects, Ripon Hills District, East Pilbara Shire, Western Australia, Australia"
-30.263055555556,116.00194444444003,1250.0,0.0,2500.0,A,Marine hydrogenetic/early diagenetic oxide,Birnessite,Mn^4+,134855,"Jingemia Cave, Moora Shire, Western Australia, Australia"
-26.065277777778,128.96833333333,1080.0,1080.0,1080.0,A,Marine hydrogenetic/early diagenetic oxide,Asbolane,Mn^4+,192498,"Wingellina Ni-Laterite Deposit, Wingellina Community (Irrunytju), West Musgrave Block, Ngaanyatjarraku Shire, Western Australia, Australia"
-26.065277777778,128.96833333333,1080.0,1080.0,1080.0,Other,Other/uncertain,Ernienickelite,Mn^4+,192498,"Wingellina Ni-Laterite Deposit, Wingellina Community (Irrunytju), West Musgrave Block, Ngaanyatjarraku Shire, Western Australia, Australia"
-26.065277777778,128.96833333333,1080.0,1080.0,1080.0,A,Marine hydrogenetic/early diagenetic oxide,Birnessite,Mn^4+,192498,"Wingellina Ni-Laterite Deposit, Wingellina Community (Irrunytju), West Musgrave Block, Ngaanyatjarraku Shire, Western Australia, Australia"
-26.065277777778,128.96833333333,1080.0,1080.0,1080.0,A,Marine hydrogenetic/early diagenetic oxide,Lithiophorite,Mn^4+,192498,"Wingellina Ni-Laterite Deposit, Wingellina Community (Irrunytju), West Musgrave Block, Ngaanyatjarraku Shire, Western Australia, Australia"
47.269444444444,-88.409722222222,1080.0,1080.0,1080.0,Other,Supergene/oxidation product,Manganite,Mn^3+,192498,"Wingellina Ni-Laterite Deposit, Wingellina Community (Irrunytju), West Musgrave Block, Ngaanyatjarraku Shire, Western Australia, Australia"
-24.469444444444,115.97583333333,954.0,942.0,966.0,Other,Magmatic/pegmatitic or phosphate-stage,Columbite-(Mn),Mn^2+,247065,"Nardoo Well Pegmatites (Mica Queen; O'Malley's Lode), Yinnietharra (Yinnietharra Station; Yinnetharra), Upper Gascoyne Shire, Western Australia, Australia"
-24.469444444444,115.97583333333,954.0,942.0,966.0,Other,Magmatic/pegmatitic or phosphate-stage,Columbite-(Mn),Mn^2+,247057,"New Well Pegmatites, Yinnietharra (Yinnietharra Station; Yinnetharra), Upper Gascoyne Shire, Western Australia, Australia"
-24.469444444444,115.97583333333,954.0,942.0,966.0,Other,Magmatic/pegmatitic or phosphate-stage,Columbite-(Mn),Mn^2+,247067,"North Morrissey Hill Pegmatite Group, Yinnietharra (Yinnietharra Station; Yinnetharra), Upper Gascoyne Shire, Western Australia, Australia"
-24.469444444444,115.97583333333,954.0,942.0,966.0,Other,Magmatic/pegmatitic or phosphate-stage,Columbite-(Mn),Mn^2+,247058,"Williamson's Beryl Mine, Yinnietharra (Yinnietharra Station; Yinnetharra), Upper Gascoyne Shire, Western Australia, Australia"
46.839166666667,14.991666666666987,70.0,70.0,70.0,Other,Other/uncertain,Fairfieldite,Mn^2+,5609,"Spodumene Prospect (Brandrücken Exploration Adit; Weinebene Deposit), Brandrücken, Moschkogel - Weinebene Area, Koralpe, Carinthia, Austria"
46.839166666667,14.991666666666987,70.0,70.0,70.0,Other,Other/uncertain,Jahnsite-(CaMnMg),Mn^2+,5609,"Spodumene Prospect (Brandrücken Exploration Adit; Weinebene Deposit), Brandrücken, Moschkogel - Weinebene Area, Koralpe, Carinthia, Austria"
46.839166666667,14.991666666666987,70.0,70.0,70.0,Other,Magmatic/pegmatitic or phosphate-stage,Lithiophilite,Mn^2+,5609,"Spodumene Prospect (Brandrücken Exploration Adit; Weinebene Deposit), Brandrücken, Moschkogel - Weinebene Area, Koralpe, Carinthia, Austria"
