lat,lon,paleo_lat,paleo_lon,age_mid,group,genesis_class,occ_class,plate_id
46.249444444444,9.951388888888914,46.249444444444,9.951388888888914,1050.0,C,Metamorphic Mn silicate,metased,308
46.249444444444,9.951388888888914,46.249444444444,9.951388888888914,1050.0,B,Burial diagenetic carbonate,primary,308
46.249444444444,9.951388888888914,46.249444444444,9.951388888888914,1050.0,C,Metamorphic Mn silicate,metased,308
46.249444444444,9.951388888888914,46.249444444444,9.951388888888914,1050.0,C,Metamorphic Mn silicate,metased,308
46.249444444444,9.951388888888914,46.249444444444,9.951388888888914,1050.0,C,Metamorphic Mn silicate,metased,308
45.292222222222,7.513611111111089,39.08477753588111,6.191019727007884,26.5,C,Metamorphic Mn silicate,metased,344
45.292222222222,7.513611111111089,39.08477753588111,6.191019727007884,26.5,A,Marine hydrogenetic/early diagenetic oxide,primary,344
45.916666666667,8.483333333333292,11.288418544665898,29.701475948295922,277.0,A,Marine hydrogenetic/early diagenetic oxide,primary,344
46.103888888889,8.392222222222188,38.38913280019215,8.079739142659154,33.0,C,Metamorphic Mn silicate,metased,344
46.103888888889,8.392222222222188,38.38913280019215,8.079739142659154,33.0,C,Metamorphic Mn silicate,metased,344
39.081388888889,8.976666666666688,-4.022205097608249,21.91456672050952,288.7,B,Burial diagenetic carbonate,primary,3062
40.741666666667,8.147500000000008,-67.35208040142936,10.141468208657413,431.5,A,Marine hydrogenetic/early diagenetic oxide,primary,3063
46.106666666667,11.246944444444011,5.382276783915806,29.697773934360512,266.5,B,Burial diagenetic carbonate,primary,307
46.106666666667,11.246944444444011,5.382276783915806,29.697773934360512,266.5,C,Metamorphic Mn silicate,metased,307
46.039444444444,11.37444444444401,5.272916014821472,29.717423773078067,266.5,A,Marine hydrogenetic/early diagenetic oxide,primary,307
-13.191388888889,-75.143333333333,-14.255402597503222,-73.95969916854175,6.0,B,Burial diagenetic carbonate,primary,201
-13.191388888889,-75.143333333333,-14.255402597503222,-73.95969916854175,6.0,B,Burial diagenetic carbonate,primary,201
-13.191388888889,-75.143333333333,-14.255402597503222,-73.95969916854175,6.0,B,Burial diagenetic carbonate,primary,201
-13.191388888889,-75.143333333333,-14.255402597503222,-73.95969916854175,6.0,B,Burial diagenetic carbonate,primary,201
-13.191388888889,-75.143333333333,-14.255402597503222,-73.95969916854175,6.0,B,Burial diagenetic carbonate,primary,201
42.755277777778,10.215000000000003,39.04317060538959,10.04967299836831,7.0,C,Metamorphic Mn silicate,metased,307
42.755277777778,10.215000000000003,39.04317060538959,10.04967299836831,7.0,C,Metamorphic Mn silicate,metased,307
42.755277777778,10.215000000000003,39.04317060538959,10.04967299836831,7.0,C,Metamorphic Mn silicate,metased,307
42.718611111111,10.431111111110994,41.12809608081723,10.351224761527275,2.65,C,Metamorphic Mn silicate,metased,307
42.7725,10.366666666666989,39.591160770406304,10.215830628055622,5.5,A,Marine hydrogenetic/early diagenetic oxide,primary,307
43.998333333333,10.294166666666996,37.62194238183138,9.601983030157724,17.5,C,Metamorphic Mn silicate,metased,307
43.998333333333,10.294166666666996,37.62194238183138,9.601983030157724,17.5,C,Metamorphic Mn silicate,metased,307
40.25,140.60000000000002,45.019100767704664,138.72811616649642,15.0,B,Burial diagenetic carbonate,primary,626
33.772222222222,132.94611111111,28.359707243950425,142.40374386280072,303.5,C,Metamorphic Mn silicate,metased,631
33.772222222222,132.94611111111,28.359707243950425,142.40374386280072,303.5,A,Marine hydrogenetic/early diagenetic oxide,primary,631
33.852777777778,133.31388888889,51.77478681900541,175.8584094821953,170.0,C,Metamorphic Mn silicate,metased,631
33.903888888889,133.54166666667004,31.328048148257317,129.27440526070316,360.0,C,Metamorphic Mn silicate,metased,631
34.994444444444,137.83888888888998,33.04207531166548,133.15901000647077,360.0,B,Burial diagenetic carbonate,primary,631
33.903888888889,133.54166666667004,31.328048148257317,129.27440526070316,360.0,C,Metamorphic Mn silicate,metased,631
33.513888888889,132.65555555556,30.813696933116127,128.50802282563694,360.0,C,Metamorphic Mn silicate,metased,631
34.583055555556,130.28305555556,43.87491892701667,136.65664444328584,89.4,C,Metamorphic Mn silicate,metased,630
43.15,140.63333333333003,47.733095286828124,138.4423629446676,14.15,B,Burial diagenetic carbonate,primary,625
43.15,140.63333333333003,47.733095286828124,138.4423629446676,14.15,B,Burial diagenetic carbonate,primary,625
43.15,140.68333333332998,47.735456422912705,138.49648637519422,14.15,C,Metamorphic Mn silicate,metased,625
36.5,140.29444444444,46.92566799605367,137.2383950446552,40.3,B,Burial diagenetic carbonate,primary,628
46.547222222222,9.654166666666695,26.35071486138252,32.106891934138076,173.0,B,Burial diagenetic carbonate,primary,308
46.547222222222,9.654166666666695,26.35071486138252,32.106891934138076,173.0,C,Metamorphic Mn silicate,metased,308
46.547222222222,9.654166666666695,26.35071486138252,32.106891934138076,173.0,A,Marine hydrogenetic/early diagenetic oxide,primary,308
40.073055555556,141.80805555556003,62.60130030999446,-159.9053960033528,173.0,C,Metamorphic Mn silicate,metased,625
46.547222222222,9.654166666666695,26.35071486138252,32.106891934138076,173.0,B,Burial diagenetic carbonate,primary,308
46.547222222222,9.654166666666695,26.35071486138252,32.106891934138076,173.0,C,Metamorphic Mn silicate,metased,308
46.547222222222,9.654166666666695,26.35071486138252,32.106891934138076,173.0,C,Metamorphic Mn silicate,metased,308
40.073055555556,141.80805555556003,62.60130030999446,-159.9053960033528,173.0,C,Metamorphic Mn silicate,metased,625
39.916666666667,141.89999999999998,51.163384257724495,165.6161187455078,117.5,B,Burial diagenetic carbonate,primary,625
39.916666666667,141.89999999999998,51.163384257724495,165.6161187455078,117.5,C,Metamorphic Mn silicate,metased,625
39.916666666667,141.89999999999998,51.163384257724495,165.6161187455078,117.5,C,Metamorphic Mn silicate,metased,625
32.858888888889,131.45277777778,36.977465413473084,129.611387641391,13.8,B,Burial diagenetic carbonate,primary,631
36.022222222222,138.81666666667002,38.29887808629673,137.7346011691121,6.4,C,Metamorphic Mn silicate,metased,629
36.022222222222,138.81666666667002,38.29887808629673,137.7346011691121,6.4,C,Metamorphic Mn silicate,metased,629
34.994444444444,137.83888888888998,33.04207531166548,133.15901000647077,360.0,B,Burial diagenetic carbonate,primary,631
33.513888888889,132.65555555556,30.813696933116127,128.50802282563694,360.0,C,Metamorphic Mn silicate,metased,631
34.699444444444,138.92222222222,35.07976955084472,138.76416157534803,1.445,B,Burial diagenetic carbonate,primary,629
34.699444444444,138.92222222222,35.07976955084472,138.76416157534803,1.445,C,Metamorphic Mn silicate,metased,629
34.699444444444,138.92222222222,35.07976955084472,138.76416157534803,1.445,A,Marine hydrogenetic/early diagenetic oxide,primary,629
36.604166666667,139.63305555555996,47.59444266167184,136.80945962822832,42.9,C,Metamorphic Mn silicate,metased,628
36.604166666667,139.63305555555996,47.59444266167184,136.80945962822832,42.9,B,Burial diagenetic carbonate,primary,628
36.604166666667,139.63305555555996,47.59444266167184,136.80945962822832,42.9,C,Metamorphic Mn silicate,metased,628
36.604166666667,139.63305555555996,47.59444266167184,136.80945962822832,42.9,C,Metamorphic Mn silicate,metased,628
36.604166666667,139.63305555555996,47.59444266167184,136.80945962822832,42.9,C,Metamorphic Mn silicate,metased,628
36.604166666667,139.63305555555996,47.59444266167184,136.80945962822832,42.9,C,Metamorphic Mn silicate,metased,628
36.604166666667,139.63305555555996,47.59444266167184,136.80945962822832,42.9,C,Metamorphic Mn silicate,metased,628
36.604166666667,139.63305555555996,47.59444266167184,136.80945962822832,42.9,B,Burial diagenetic carbonate,primary,628
