deposit,deposit_age_Ma,ResultNo,RefNo,RockName,Authors,Year,Continent,site_lat,site_lon,pole_lat,pole_lon,A95,lo_age,hi_age,mid_age,Q,site_distance_deg
Kisenge-Kamata-Kapolo,2201.0,9692,3957,"Bushveld Complex, Northern Main Zone","Letts, S., Torsvik, T.H., Webb, S.J., Ashwal, L.D.",2009,Africa,-24.0,28.9,17.5,28.8,3.8,2052.0,2057.0,2054.5,4.0,14.573804853484578
Marau,2700.0,10115,4242,Parauapebas Formation Drill Cores,"Martins, P.L.G., Toledo, C.L.B., Silva, A.M., Antonio, P.Y.J., Chemale Jr., F, Assis, L.M., Trindade, R.I.F.",2021,South America,-6.07,-50.19,-44.6,40.5,8.5,2743.0,2761.0,2752.0,6.0,13.624530203932977
Marau,2700.0,9948,4127,Uaua Dykes,"Salminen, J., Oliveira, E. P., Piispa, E. J., Smirnov, A. V., Trindade,  R. I. F.",2019,South America,-9.9,-39.4,25.0,331.4,5.0,2617.0,2631.0,2624.0,5.0,4.2181756434762585
Maripa,2100.0,9486,3828,Surumu Volcanics,"Bispo-Santos, F., D’Agrella-Filho, M.S., Janikian, L., Reis, N.J., Trindade, R.I.F., Reis, M.A.A.A.",2014,South America,4.4,-60.8,27.4,234.8,10.1,1960.0,1980.0,1970.0,6.0,5.316108739821828
Maripa,2100.0,9415,3779,Paleoproterozoic Guiana Shield Rocks III,"Theveniaut, H., Delor, C., Lafon, J.M., Monie, P., Rossi., P., Lahondere, D.",2006,South America,3.7,-52.2,2.7,166.3,10.1,2076.0,2084.0,2080.0,4.0,3.5379173813857854
Maripa,2100.0,9414,3779,Paleoproterozoic Guiana Shield Rocks II,"Theveniaut, H., Delor, C., Lafon, J.M., Monie, P., Rossi., P., Lahondere, D.",2006,South America,3.6,-52.9,-1.8,112.5,11.9,2085.0,2101.0,2093.0,4.0,2.9464639733538704
Maripa,2100.0,9413,3779,Paleoproterozoic Guiana Shield Rocks I,"Theveniaut, H., Delor, C., Lafon, J.M., Monie, P., Rossi., P., Lahondere, D.",2006,South America,3.6,-53.3,-35.2,34.2,9.4,2142.0,2152.0,2147.0,4.0,2.602411111036154
Maripa,2100.0,8974,3536,French Guiana Granite and Metasediments,"Nomade, S., Chen, Y., Pouclet, A., Féraud, G., Théveniaut, H., Daouda, B.Y., Vidal, M., Rigolet, C.",2003,South America,3.7,-53.2,62.0,241.0,13.2,1987.0,2041.0,2014.0,6.0,2.636158702440425
Maripa,2100.0,8975,3536,French Guiana Granite and Amphibolite,"Nomade, S., Chen, Y., Pouclet, A., Féraud, G., Théveniaut, H., Daouda, B.Y., Vidal, M., Rigolet, C.",2003,South America,2.6,-52.6,5.0,230.0,19.9,1968.0,2017.0,1992.5,4.0,3.759230362632521
Maripa,2100.0,8692,3418,Oyapok Tonalite and Meta-Ultrabasite,"Nomade, S., Chen, Y., Feraud, G., Pouclet, A., Theveniaut, H.",2001,South America,3.1,-52.3,-28.0,346.0,9.9,1973.0,2052.0,2012.5,5.0,3.7145605523844036
Maripa,2100.0,430,1338,La Encrucijada Granite Pluton,"Onstott, T.C., Hargraves, R.B., York, D., Hall, C.",1984,South America,8.2,-63.0,37.0,216.0,15.0,1900.0,2000.0,1950.0,3.0,8.107456097839227
Maripa,2100.0,429,1338,La Encrucijada Granite Pluton,"Onstott, T.C., Hargraves, R.B., York, D., Hall, C.",1984,South America,8.2,-63.0,55.0,188.0,4.0,1900.0,2000.0,1950.0,3.0,8.107456097839227
Morro da Mina,2700.0,9948,4127,Uaua Dykes,"Salminen, J., Oliveira, E. P., Piispa, E. J., Smirnov, A. V., Trindade,  R. I. F.",2019,South America,-9.9,-39.4,25.0,331.4,5.0,2617.0,2631.0,2624.0,5.0,11.504920800289817
North Kanara,2900.0,10154,4272,Bangalore Dykes,"Pivarunas, A.F., Meert, J.G., Pandit, M.J., Sinha, A.",2019,Asia,12.9,78.5,2.0,73.0,7.0,2743.0,2763.0,2753.0,6.0,4.323327806798402
North Kanara,2900.0,9904,4095,Singhbhum Newer Dykes 2760,"Kumar, A., Parashuramulu, V., Shankar, R., Besse, J.",2017,Asia,22.5,86.8,14.0,78.0,6.0,2760.0,2764.0,2762.0,5.0,13.956372159208646
North Kanara,2900.0,8143,3118,Banded Hematite Jasper Formation,"Das,A.K., Piper,J.D.A., Mallik,S.B., Sherwood,G.J.",1996,Asia,22.0,85.4,23.8,32.1,12.2,2900.0,3150.0,3025.0,4.0,12.593349541360798
North Kanara,2900.0,2633,256,Newer Dolerites 3,"Verma, R.K., Prasad, S.N.",1974,Asia,22.5,86.0,29.5,94.1,16.5,2760.0,2764.0,2762.0,3.0,13.331716751980162
Panch Mahals,2100.0,10247,4328,Belagumba Dyke,"Mamilla, V., Nathi, R.B.",2023,Asia,13.24,76.32,-6.1,325.8,23.6,2200.0,2300.0,2250.0,3.0,9.85487843929364
Panch Mahals,2100.0,10113,4240,E-W and NW-SE 2.07 Ga Dharwar Dykes,"Nagaraju, E., Parashuramulu, V., Ramesh Babu, N., Narayana, A.C.",2018,Asia,16.0,78.5,57.0,113.0,6.0,2205.0,2209.0,2207.0,6.0,8.115411294303035
Panch Mahals,2100.0,10104,4232,Dharwar AKLD Dyke,"Nagaraju, E, Parashuramulu, V, Kumar, A., Sarma, S.",2018,Asia,14.0,77.0,-36.0,312.0,6.0,2215.0,2218.0,2216.5,4.0,9.307810921804764
Panch Mahals,2100.0,10258,4333,NE-SW Dharwar Dykes 2.37 Ga,"Babu, N.R., Venkateshwarlu, M., Shankar, R., Nagaraju, E., Parashuramulu, V.",2018,Asia,17.082,78.571,41.0,200.0,9.0,2060.0,2100.0,2080.0,4.0,7.265374169166442
Panch Mahals,2100.0,9852,4059,Cuddapah 2.08 Ga Dykes Combined,"Kumar, A., Parashuramulu, V., Nagaraju, E.",2015,Asia,15.998,78.479,38.0,180.0,6.0,2080.0,2083.0,2081.5,5.0,8.106318634609437
Panch Mahals,2100.0,9563,3882,Dharwar 2.18 Ga Dykes Combined,"Belica, M.E., Piispa, E.J., Meert, J.G., Pesonen, L.J., Plado, J., Pandit, M.K., Kamenov, G.D., Celestino, M.",2014,Asia,13.7,77.741,67.5,84.5,17.9,2172.0,2182.0,2177.0,5.0,9.83761419097309
Panch Mahals,2100.0,9562,3882,Dharwar 2.21 Ga Dykes Combined,"Belica, M.E., Piispa, E.J., Meert, J.G., Pesonen, L.J., Plado, J., Pandit, M.K., Kamenov, G.D., Celestino, M.",2014,Asia,14.65,77.914,30.8,120.7,10.9,2210.0,2215.0,2212.5,5.0,9.03150721997443
Panch Mahals,2100.0,9557,3878,Bundelkhand 1.99 Ga Dykes,"Radhakrishna, T., Chandra, R., Srivastava, A.K., Balasubramonian, G.",2013,Asia,25.0,79.3,56.0,305.0,8.5,1980.0,2002.0,1991.0,5.0,5.487863589522805
Panch Mahals,2100.0,9559,3880,Dharwar N-S Dykes,"Kumar, A., Nagaraju, E., Besse, J., Bhaskar Rao, Y.J.",2012,Asia,14.455,77.23,32.0,122.0,6.0,2200.0,2220.0,2210.0,4.0,8.95422933449806
Panch Mahals,2100.0,9362,3738,"Bundelkhand Mafic Dykes, NW-SE trending","Pradhan, V.R., Meert, J.G., Pandit, M.K., Kamenov, G.,Mondal, Md.E.A.",2012,Asia,25.0,80.0,58.5,312.5,9.6,1971.0,1987.0,1979.0,5.0,6.079395006825292
Panch Mahals,2100.0,9345,3727,Anantapur E-W older dykes,"Pradhan, V.R., Meert, J.G., Pandit, M.K., Kamenov, G., Gregory, L.C., Malone, S.J.",2010,Asia,13.9,78.1,28.0,176.0,14.0,1700.0,2500.0,2100.0,4.0,9.78887385383284
Panch Mahals,2100.0,7780,2998,Tiruvannamalai Dykes,"Radhakrishna, T., Joseph, M.",1996,Asia,12.1,79.1,-17.8,235.2,9.4,1630.0,2270.0,1950.0,4.0,11.830297837506482
Panch Mahals,2100.0,91,1179,"NE Dolerite dykes, Indian Shield","Kumar, A., Bhalla, M.S.",1983,Asia,14.2,77.8,26.8,180.1,4.7,1700.0,2500.0,2100.0,4.0,9.397466477403777
Panch Mahals,2100.0,92,1179,"ENE Dolerite dykes, Indian Shield","Kumar, A., Bhalla, M.S.",1983,Asia,14.2,77.6,1.3,227.4,4.6,1700.0,2500.0,2100.0,4.0,9.322718040803972
Ravensthorpe,2764.0,9912,4101,Black Range Dykes,"Evans, D.A.D., Smirnov, A.V., Gumsley, A.P.",2017,Australia,-21.8,120.2,-3.8,130.4,8.3,2770.0,2774.0,2772.0,6.0,11.801320010131768
Ravensthorpe,2764.0,9178,3628,"Pilbara Flood Basalts, Packages 8-10","Strik,G., Blake,T.S., Zegers,T.E., White,S.H., Langereis,C.G.",2003,Australia,-22.0,119.7,59.1,6.3,6.1,2715.0,2718.0,2716.5,6.0,11.60301605056593
Ravensthorpe,2764.0,9177,3628,"Pilbara Flood Basalts, Packages 4-7","Strik,G., Blake,T.S., Zegers,T.E., White,S.H., Langereis,C.G.",2003,Australia,-22.0,119.7,50.4,318.2,12.5,2725.0,2752.0,2738.5,5.0,11.60301605056593
Ravensthorpe,2764.0,9176,3628,"Pilbara Flood Basalts, Package 2","Strik,G., Blake,T.S., Zegers,T.E., White,S.H., Langereis,C.G.",2003,Australia,-22.0,119.7,46.5,332.7,10.0,2760.0,2770.0,2765.0,4.0,11.60301605056593
Ravensthorpe,2764.0,9175,3628,"Pilbara Flood Basalts, Package 1","Strik,G., Blake,T.S., Zegers,T.E., White,S.H., Langereis,C.G.",2003,Australia,-22.0,119.7,40.8,339.8,2.9,2770.0,2774.0,2772.0,6.0,11.60301605056593
Ravensthorpe,2764.0,308,1278,Millindinna Complex,"Schmidt, P.W., Embleton, B.J.J.",1985,Australia,-20.9,117.5,-11.9,161.3,5.2,2850.0,2870.0,2860.0,5.0,12.891591417180138
Ravensthorpe,2764.0,309,1278,Mount Jope Volcanics,"Schmidt, P.W., Embleton, B.J.J.",1985,Australia,-22.8,117.3,-40.5,128.7,10.9,2715.0,2772.0,2743.5,5.0,11.057603683595548
Ravensthorpe,2764.0,311,1278,Mount Roe Basalt,"Schmidt, P.W., Embleton, B.J.J.",1985,Australia,-21.0,117.8,-52.4,178.0,6.5,2764.0,2778.0,2771.0,6.0,12.749666136183837
Ravensthorpe,2764.0,1954,1047,Black Range Dyke,"Embleton,B.J.J.",1978,Australia,-21.6,119.4,32.0,334.0,6.0,2770.0,2774.0,2772.0,6.0,12.011696097998534
Ravensthorpe,2764.0,1955,1047,Cajuput Dyke,"Embleton,B.J.J.",1978,Australia,-22.0,121.1,46.0,326.0,13.0,2770.0,2774.0,2772.0,4.0,11.640483498911477
Vittinki,1950.0,10242,4324,Nilsiä Microtonalite Dykes,"Luoto, T., Salminen, J., Mertanen, S., Elming, S-Å., Pesonen, L.J.",2023,Europe,63.14,28.23,45.3,228.4,2.3,1790.0,1860.0,1825.0,4.0,2.4902429259570487
Vittinki,1950.0,10240,4324,Jalokoski Gabbro,"Luoto, T., Salminen, J., Mertanen, S., Elming, S-Å., Pesonen, L.J.",2023,Europe,67.48,23.41,44.0,235.5,8.1,1860.0,1872.0,1866.0,4.0,4.686962340601335
Vittinki,1950.0,10239,4324,Svecofennian Gabbros Combined,"Luoto, T., Salminen, J., Mertanen, S., Elming, S-Å., Pesonen, L.J.",2023,Europe,64.0,25.0,47.0,238.0,,1875.0,1891.0,1883.0,5.0,1.552355554863255
Vittinki,1950.0,10238,4324,Mertuanoja Gabbro,"Luoto, T., Salminen, J., Mertanen, S., Elming, S-Å., Pesonen, L.J.",2023,Europe,64.11,24.57,49.1,234.7,5.4,1870.0,1900.0,1885.0,3.0,1.5301661289264956
Vittinki,1950.0,10237,4324,Ylivieska Gabbro,"Luoto, T., Salminen, J., Mertanen, S., Elming, S-Å., Pesonen, L.J.",2023,Europe,64.04,24.38,47.7,245.7,6.6,1875.0,1891.0,1883.0,4.0,1.4272780150856785
Vittinki,1950.0,10236,4324,Kiuruvesi Gabbrodiorite,"Luoto, T., Salminen, J., Mertanen, S., Elming, S-Å., Pesonen, L.J.",2023,Europe,63.55,26.26,43.0,229.9,2.8,1881.0,1891.0,1886.0,5.0,1.7318735242748973
Vittinki,1950.0,9923,4109,Joulovaare Gabbro,"Elming, S-A., Layer, P., Söderlund, U.",2019,Europe,68.2,21.92,39.1,239.0,13.9,1790.0,1810.0,1800.0,4.0,5.4121759212824125
Vittinki,1950.0,9888,4085,Eastern Murman Sills,"Veselovskiy, R.V., Samsonov, A.V., Stepanova, A.V., Salnikova, E.B., Larionova, Yu.O., Travin, A.V., Arzamastsev, A.A., Egorova, S.V., Erofeeva, K, G., Stifeeva, M.V., Shcherbakova, V.V., Shcherbakov, V.P., Zhidkov, G.V., Zakharov, V.S.",2019,Europe,68.54,37.88,54.7,234.7,4.5,1854.0,1870.0,1862.0,5.0,8.417693394859683
Vittinki,1950.0,9855,4062,Onego Intrusions Combined,"Lubnina, N.V., Pisarevsky, S.A., Stepanova, A.V., Bogdanova, S.V., Sokolov, S.J.",2017,Europe,62.1,34.0,48.0,106.4,,1967.0,1992.0,1979.5,6.0,5.220521774923667
Vittinki,1950.0,9854,4062,Onego 1975 Ma Intrusions,"Lubnina, N.V., Pisarevsky, S.A., Stepanova, A.V., Bogdanova, S.V., Sokolov, S.J.",2017,Europe,62.1,34.0,44.4,101.5,,1967.0,1985.0,1976.0,6.0,5.220521774923667
Vittinki,1950.0,9853,4062,Onego 1985 Ma Intrusions,"Lubnina, N.V., Pisarevsky, S.A., Stepanova, A.V., Bogdanova, S.V., Sokolov, S.J.",2017,Europe,62.1,35.9,60.9,144.8,,1976.0,1992.0,1984.0,5.0,6.088584709602334
Vittinki,1950.0,9687,3956,Keuruu Dykes,"Klein, R., Pesonen, L.J., Mänttäri, I., Heinonen, J.S.",2016,Europe,62.26,24.72,45.7,230.9,5.8,1859.0,1879.0,1869.0,6.0,1.037244107857468
Vittinki,1950.0,9420,3783,Volyn-Dniestr-Bug basic intrusions B-group,"Elming, S-Å., Shumlyanskyy, L., Kravchenko, S., Layer, P., Söderlund, U.",2010,Europe,50.9,27.4,69.2,151.9,11.5,1990.0,2010.0,2000.0,4.0,12.155318011376059
Vittinki,1950.0,9419,3783,Volyn-Dniestr-Bug basic intrusions A-group,"Elming, S-Å., Shumlyanskyy, L., Kravchenko, S., Layer, P., Söderlund, U.",2010,Europe,49.6,29.8,15.2,184.2,13.7,2041.0,2081.0,2061.0,4.0,13.743104394237736
Vittinki,1950.0,10018,4172,"Lake Ladoga, Mean intr. & dykes, A comp.","Mertanen, S., Eklund, O., Shebanov, A., Frank-Kamenetsky, D., Vasilieva, T.",2006,Europe,61.3,30.0,50.9,229.1,,1785.0,1819.0,1802.0,5.0,3.690388528335217
Vittinki,1950.0,8946,3520,Generalskaya Layered Intrusion,"Arestova, N.A., Khramov, A.N., Gooskova, E.G., Iosifidi, A.G.",2002,Europe,69.4,31.0,51.1,220.1,6.3,1800.0,1840.0,1820.0,3.0,7.374441518596708
Vittinki,1950.0,8949,3520,Imandra Layered Intrusion,"Arestova, N.A., Khramov, A.N., Gooskova, E.G., Iosifidi, A.G.",2002,Europe,67.6,33.1,44.3,238.0,6.2,1800.0,1840.0,1820.0,5.0,6.4420461788305445
Vittinki,1950.0,8659,3404,Belokorovichy Sediments,"Elming, S-Å., Mikhailova, N.P., Kravchenko, S.",2001,Europe,51.12,28.0,39.2,172.5,7.9,1800.0,2000.0,1900.0,3.0,12.009613106869873
Vittinki,1950.0,8658,3404,Gabbroic dyke in Ostinsk Complex,"Elming, S-Å., Mikhailova, N.P., Kravchenko, S.",2001,Europe,51.3,27.23,53.3,126.9,7.8,1970.0,2030.0,2000.0,4.0,11.74285207375506
Vittinki,1950.0,8657,3404,Bukinsky Massif,"Elming, S-Å., Mikhailova, N.P., Kravchenko, S.",2001,Europe,50.15,28.37,51.0,155.9,8.1,1930.0,2010.0,1970.0,3.0,13.006876571186826
Vittinki,1950.0,8684,3415,Ljusdal Batholith,"Mattsson, H., Elming, S.-A.",2001,Europe,61.9,15.2,41.0,187.0,10.0,1810.0,1870.0,1840.0,3.0,3.637560845847161
Vittinki,1950.0,7428,2850,Hautavaara Gabbro and Andesite,"Fedotova,M.A., Khramov,A.N., Pisakin,B.N., Priyatkin,A.A.",1999,Europe,61.8,32.9,32.7,272.0,12.1,1820.0,1940.0,1880.0,3.0,4.7948672306453295
Vittinki,1950.0,7422,2850,"Dolerite Dykes, Moncha Pluton","Fedotova,M.A., Khramov,A.N., Pisakin,B.N., Priyatkin,A.A.",1999,Europe,68.0,32.5,7.9,251.1,18.2,2000.0,2150.0,2075.0,3.0,6.568213976321167
Vittinki,1950.0,7421,2850,"Kumuzhja Dykes, Moncha Pluton","Fedotova,M.A., Khramov,A.N., Pisakin,B.N., Priyatkin,A.A.",1999,Europe,68.0,32.5,37.4,251.5,15.0,1800.0,2000.0,1900.0,3.0,6.568213976321167
Vittinki,1950.0,7420,2850,Matozero Rocks,"Fedotova,M.A., Khramov,A.N., Pisakin,B.N., Priyatkin,A.A.",1999,Europe,62.5,35.5,18.2,308.4,11.3,2050.0,2150.0,2100.0,3.0,5.83290557137794
Vittinki,1950.0,7415,2850,Matozero Schists,"Fedotova,M.A., Khramov,A.N., Pisakin,B.N., Priyatkin,A.A.",1999,Europe,62.5,35.5,39.4,269.6,13.2,1850.0,1950.0,1900.0,3.0,5.83290557137794
Vittinki,1950.0,7414,2850,Matozero Dolerite,"Fedotova,M.A., Khramov,A.N., Pisakin,B.N., Priyatkin,A.A.",1999,Europe,62.5,35.5,43.4,356.8,9.3,1850.0,1950.0,1900.0,3.0,5.83290557137794
Vittinki,1950.0,7413,2850,Voche-Lambina Dykes,"Fedotova,M.A., Khramov,A.N., Pisakin,B.N., Priyatkin,A.A.",1999,Europe,67.7,32.5,2.0,245.3,10.1,2000.0,2150.0,2075.0,3.0,6.349602739137625
Vittinki,1950.0,7412,2850,Voche-Lambina Metamorphic Rocks,"Fedotova,M.A., Khramov,A.N., Pisakin,B.N., Priyatkin,A.A.",1999,Europe,67.7,32.5,38.5,242.6,7.7,1800.0,1900.0,1850.0,3.0,6.349602739137625
Vittinki,1950.0,7405,2850,Kolvitza peridotites and schists,"Fedotova,M.A., Khramov,A.N., Pisakin,B.N., Priyatkin,A.A.",1999,Europe,67.2,32.6,44.2,232.6,5.8,1800.0,1900.0,1850.0,3.0,6.029461267906291
Vittinki,1950.0,8525,2850,Tolstik Dykes and Amphibolite,"Fedotova,M.A., Khramov,A.N., Pisakin,B.N., Priyatkin,A.A.",1999,Europe,66.8,32.4,42.0,241.6,10.4,1800.0,1950.0,1875.0,3.0,5.707617689912805
Vittinki,1950.0,8523,2850,"Picrite and Country Rock, Moncha Pluton","Fedotova,M.A., Khramov,A.N., Pisakin,B.N., Priyatkin,A.A.",1999,Europe,68.0,32.5,16.6,323.3,8.6,1800.0,2200.0,2000.0,3.0,6.568213976321167
Vittinki,1950.0,8519,2850,Girvas Lavas and Schists,"Fedotova,M.A., Khramov,A.N., Pisakin,B.N., Priyatkin,A.A.",1999,Europe,62.5,33.5,42.2,264.7,9.5,1850.0,1950.0,1900.0,3.0,4.919295568827959
Vittinki,1950.0,8516,2850,Segozero Dolerite Dykes,"Fedotova,M.A., Khramov,A.N., Pisakin,B.N., Priyatkin,A.A.",1999,Europe,63.2,33.5,46.7,261.4,14.1,1800.0,1950.0,1875.0,3.0,4.8684286402717865
Vittinki,1950.0,8462,3296,Karelian Dykes,"Mertanen, S., Halls, H.C., Vuollo, J.I., Pesonen, L.J., Stepanov, V.S.",1999,Europe,66.0,30.7,52.6,226.6,2.5,1800.0,1900.0,1850.0,4.0,4.672712152607362
Vittinki,1950.0,8297,3197,Konchozero Sill,"Pisarevsky, S.A., Sokolov, S.J.",1999,Europe,62.1,34.0,50.1,231.9,5.2,1800.0,1900.0,1850.0,3.0,5.220521774923667
Vittinki,1950.0,8296,3197,Konchozero Sill,"Pisarevsky, S.A., Sokolov, S.J.",1999,Europe,62.1,34.0,-14.2,281.9,11.1,1947.0,2001.0,1974.0,5.0,5.220521774923667
Vittinki,1950.0,7401,2849,Girvas lavas,"Damm,V.,Gendler,T.S.,Gooskova,E.G.,Khramov,A.N.,Lewandowski,M.,Nozharov,P.,Pavlov,V.I.,Petrova,G.N.,Pisarevsky,S.A.,Sokolov,S.J.",1997,Europe,62.5,33.5,43.1,211.5,8.0,1600.0,2000.0,1800.0,3.0,4.919295568827959
Vittinki,1950.0,7397,2849,Shoksha suite,"Damm,V.,Gendler,T.S.,Gooskova,E.G.,Khramov,A.N.,Lewandowski,M.,Nozharov,P.,Pavlov,V.I.,Petrova,G.N.,Pisarevsky,S.A.,Sokolov,S.J.",1997,Europe,61.5,35.4,45.1,206.4,5.8,1750.0,1900.0,1825.0,3.0,6.017536558313065
Vittinki,1950.0,7648,2939,Kuetsyarvi Formation,"Torsvik,T.H., Meert,J.G.",1995,Europe,69.5,29.5,24.7,300.8,17.6,2052.0,2064.0,2058.0,5.0,7.217026016574724
Vittinki,1950.0,8020,3057,Pansky layered intrusion,"Dudkin,K.O., Turemnov,V.A.",1995,Europe,67.5,34.5,39.7,208.3,8.5,1750.0,1850.0,1800.0,3.0,6.781852011957708
Vittinki,1950.0,8021,3057,Pansky Massif Dyke,"Dudkin,K.O., Turemnov,V.A.",1995,Europe,67.5,34.5,45.2,210.6,12.8,1750.0,1850.0,1800.0,4.0,6.781852011957708
Vittinki,1950.0,8025,3057,Pansky Massif Anartozites,"Dudkin,K.O., Turemnov,V.A.",1995,Europe,67.5,34.5,46.0,244.9,33.0,1850.0,1950.0,1900.0,3.0,6.781852011957708
Vittinki,1950.0,7784,2999,Northern Karelia Intrusions,"Krasnova, A.F., Gooskova, E.G.",1995,Europe,66.1,31.5,53.0,228.0,9.0,1700.0,1900.0,1800.0,4.0,4.9892673386894435
Vittinki,1950.0,7783,2999,Northern Karelia Intrusions,"Krasnova, A.F., Gooskova, E.G.",1995,Europe,66.1,31.5,57.0,165.0,10.0,1700.0,1900.0,1800.0,3.0,4.9892673386894435
Vittinki,1950.0,7531,2897,Svecofennian Volcanics and Intrusions,"Elming, S-Å.",1994,Europe,64.1,27.7,46.0,227.0,4.1,1860.0,1900.0,1880.0,5.0,2.5459650645754905
Vittinki,1950.0,7525,2895,Tsuomasavarri Ultramafic Intrusions,"Mertanen, S., Pesonen, L.J.",1994,Europe,69.9,28.3,25.7,245.1,8.4,1850.0,1930.0,1890.0,4.0,7.42771550280118
Vittinki,1950.0,7526,2895,Tsuomasavarri Ultramafic Intrusions,"Mertanen, S., Pesonen, L.J.",1994,Europe,69.9,28.3,44.1,232.4,5.0,1840.0,1900.0,1870.0,3.0,7.42771550280118
Vittinki,1950.0,7528,2895,Tsuomasavarri Gabbro-Diorite Intrusion,"Mertanen, S., Pesonen, L.J.",1994,Europe,69.9,28.3,40.2,247.3,6.3,1929.0,1933.0,1931.0,5.0,7.42771550280118
Vittinki,1950.0,6622,2568,North Finland Layered Intrusions,"Mertanen, S., Pesonen, L.J.",1990,Europe,66.2,28.1,45.0,226.0,6.0,1750.0,1900.0,1825.0,4.0,4.091638006038348
Vittinki,1950.0,6623,2568,North Finland Layered Intrusions,"Mertanen, S., Pesonen, L.J.",1990,Europe,66.2,28.1,28.0,264.0,12.0,1750.0,1900.0,1825.0,3.0,4.091638006038348
Vittinki,1950.0,6624,2568,North Finland Layered Intrusions,"Mertanen, S., Pesonen, L.J.",1990,Europe,66.2,28.1,42.0,177.0,8.0,1750.0,1900.0,1825.0,3.0,4.091638006038348
Vittinki,1950.0,6627,2568,North Finland Diabase Dykes,"Mertanen, S., Pesonen, L.J.",1990,Europe,66.2,28.1,45.0,228.0,12.0,1750.0,1900.0,1825.0,3.0,4.091638006038348
Vittinki,1950.0,6628,2568,North Finland Diabase Dykes,"Mertanen, S., Pesonen, L.J.",1990,Europe,66.2,28.1,36.0,264.0,10.0,1750.0,1900.0,1825.0,3.0,4.091638006038348
Vittinki,1950.0,6076,2333,Scourian Metamorphics,"Poppleton,T.J., Piper,J.D.A.",1989,Europe,57.5,-5.7,32.5,38.3,8.6,1700.0,1900.0,1800.0,3.0,14.991910630317365
Vittinki,1950.0,5703,2031,Southeast Karelian Intrusions,"Krasnova,A.F., Guskova,E.G.",1989,Europe,62.0,37.5,37.6,225.0,11.0,1000.0,3000.0,2000.0,4.0,6.842039529960656
Vittinki,1950.0,5702,2031,Southeast Karelian Intrusions,"Krasnova,A.F., Guskova,E.G.",1989,Europe,61.7,36.0,-23.5,44.7,6.0,1000.0,3000.0,2000.0,4.0,6.232187633748012
Vittinki,1950.0,5701,2031,Southeast Karelian Intrusions,"Krasnova,A.F., Guskova,E.G.",1989,Europe,61.7,36.0,-20.9,44.5,5.0,1000.0,3000.0,2000.0,4.0,6.232187633748012
Vittinki,1950.0,5700,2031,Southeast Karelian Intrusions,"Krasnova,A.F., Guskova,E.G.",1989,Europe,61.7,36.0,-24.0,44.7,7.0,1000.0,3000.0,2000.0,4.0,6.232187633748012
Vittinki,1950.0,5699,2099,Burakoff Intrusion,"Krasnova,A.F., Guskova,E.G., Lobach-Juchenko",1989,Europe,61.9,36.0,11.7,68.7,5.0,1000.0,3000.0,2000.0,5.0,6.18020960457672
Vittinki,1950.0,5698,2099,Burakoff Intrusion,"Krasnova,A.F., Guskova,E.G., Lobach-Juchenko",1989,Europe,62.0,36.0,10.9,69.1,4.0,1000.0,3000.0,2000.0,5.0,6.1564840066890145
Vittinki,1950.0,5697,2099,Burakoff Intrusion,"Krasnova,A.F., Guskova,E.G., Lobach-Juchenko",1989,Europe,61.7,36.0,14.7,68.5,9.0,1000.0,3000.0,2000.0,4.0,6.232187633748012
Vittinki,1950.0,5696,2031,Southeast Karelian Intrusions,"Krasnova,A.F., Guskova,E.G.",1989,Europe,62.0,37.5,19.9,62.6,3.0,1000.0,3000.0,2000.0,4.0,6.842039529960656
Vittinki,1950.0,5695,2031,Southeast Karelian Intrusions,"Krasnova,A.F., Guskova,E.G.",1989,Europe,62.0,37.5,34.7,99.3,11.0,1000.0,3000.0,2000.0,3.0,6.842039529960656
Vittinki,1950.0,5766,1742,Nottrask Gabbro,"Elming, S-Å.",1985,Europe,65.9,21.8,16.3,245.6,40.5,1450.0,2230.0,1840.0,3.0,3.129973521840964
Vittinki,1950.0,5767,1742,Svappavaara Gabbro,"Elming, S-Å.",1985,Europe,67.8,21.2,57.7,209.1,27.7,1860.0,1880.0,1870.0,4.0,5.044073364103497
Vittinki,1950.0,5769,1742,Dundret Gabbro,"Elming, S-Å.",1985,Europe,67.9,20.6,39.7,174.3,34.9,1875.0,1950.0,1912.5,3.0,5.181057481166318
Vittinki,1950.0,5770,1742,Dundret Gabbro,"Elming, S-Å.",1985,Europe,67.9,20.6,6.6,278.7,36.2,1875.0,1950.0,1912.5,3.0,5.181057481166318
Vittinki,1950.0,1334,1742,Svappavaara Gabbro,"Elming, S-Å.",1985,Europe,67.8,21.2,52.2,234.6,5.4,1860.0,1880.0,1870.0,4.0,5.044073364103497
Vittinki,1950.0,1332,1742,Sangis Gabbro,"Elming, S-Å.",1985,Europe,65.9,23.4,46.5,205.4,2.8,1450.0,2230.0,1840.0,4.0,3.1108238807826867
Vittinki,1950.0,1331,1742,Nottrask Gabbro,"Elming, S-Å.",1985,Europe,65.83,21.83,42.6,219.7,3.6,1800.0,1812.0,1806.0,4.0,3.0589335347064806
Vittinki,1950.0,5600,2156,Karelia Intrusions and Sediments,"Khramov,A.N., Slautsitais,I.P.",1982,Europe,62.2,34.3,55.0,215.0,8.0,1700.0,2100.0,1900.0,3.0,5.336636557058581
