deposit,type,age_Ma,country,tonnage_production,tonnage_reserves,tonnage_total_metal,n_analyses,MnO(%),Fe2O3 t,SiO2 (%),Al2O3 (%),CaO(%),MgO(%),K2O(%),Na2O(%),P2O5,TiO2 (%),LOI (%),As,Ba,Cd,Co,Cr,Cu,Mo,Nb,Ni,Pb,Rb,Sc,Sr,Th,U,V,Y,Zn,Zr,La,Ce,Pr,Nd,Sm,Eu,Gd,Tb,Dy,Ho,Er,Tm,Yb,Lu,LaCN,CeCN,PrCN,NdCN,SmCN,EuCN,GdCN,TbCN,YbCN,Ce/Ce*,Eu/Eu*,LaN/YbN,Ce/Ce* @Alo,Eu/Eu* @Alo,LaN/YbN @Alo,% Ccarb,% Corg,δ13Ccarb pdb,δ13Ccarb pdb_1,δ13Corg,δ18Ocarb pdb,δ18Ocarb smow,δ18Ocarb pdb_1,δ18Ocarb smow_1,% Stotal,δ34S pyrite,δ34S barite,δ34S gypsum
Moanda,sedimentary,2143.0,Gabon,,200,27,,17.4285,6.577999999999999,62.036667853328595,13.03787991104522,,10.114808720691075,4.095652173913043,1.8871683340582859,,0.2687279677213846,29.1,,,,345.0,,146.0,,,300.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.55,1.05,9.066666666666666,0.55,1.05,,,,-16.1,,,,26.6,,,,,,
"Moanda, supergene",sedimentary,2143.0,Gabon,,,,,56.760000000000005,6.292,7.0,3.2,,,,,0.38930000000000003,0.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mokta (Grand Lahou),sedimentary,2050.0,Côte d'Ivoire,1.36,2,1.2936,10,66.03813051146385,2.167777777777778,6.177777777777777,4.193333333333333,0.28,0.12833333333333333,0.8077777777777778,0.24555555555555555,0.0,0.26,5.642222222222222,,1253.5947712418301,,1573.3333333333335,,,,,3540.0000000000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Molango,sedimentary,156.0,Mexico,,200,46,18,36.359411764705875,8.468823529411766,11.370000000000001,2.69,5.15764705882353,8.51,0.0,0.022941176470588236,0.08,0.135,29.095294117647057,23.793333333333337,47.61764705882353,,138.214,15.142857142857142,,1.5,1.5,55.1764705882353,,,2.043066666666667,99.11250000000001,1.3111764705882354,1.0923529411764703,66.5,8.6,35.9375,,8.28941176470588,12.998235294117645,2.3499999999999996,6.629411764705883,1.3610000000000004,0.301764705882353,1.87,0.21282352941176472,1.485,0.30500000000000005,0.85,0.11,0.5758823529411765,0.08188235294117646,22.586953037345726,13.582273034605691,12.509459526233499,9.324067179614461,5.891774891774892,3.468559837728196,4.295030013544102,3.669371196754564,2.3221062618595827,0.8127451286946169,0.6948096431836743,9.767171542641432,0.8035,0.7867,,7.407777777777778,0.8044444444444445,0.8166666666666667,-8.20111111111111,,,,-3.6999999999999997,27.006,1.3356960000000002,1.5444444444444443,,
Mutun,sedimentary,700.0,Bolivia,,100,45,,63.21,10.582,2.3,1.4,,,,,0.1832,,,,3044.444444444445,,316.0,,,,,,,,4.42,,,1.74,,,,,16.5,27.4,,,4.79,0.91,,,,,,,8.59,1.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nikopol,sedimentary,28.0,Ukraine,,,,7,33.00020900030203,5.845714285714286,20.515,2.515,9.797142857142857,1.4514285714285715,0.9957142857142858,0.9257142857142856,0.025,0.14,20.81714285714286,,2094.0564285714286,,,129.0,,27.96,,121.6,13.8,,,1712.0,,,78.0,73.4,53.0,41.0,24.2,50.2,,17.8,3.2400000000000007,0.9199999999999999,,0.7000000000000001,,,,0.0,1.5000000000000002,0.23200000000000004,65.9400544959128,52.45559038662488,34.517548090619904,25.035161744022503,14.025974025974026,10.574712643678161,12.641210942738269,12.068965517241379,6.048387096774194,1.1189566895041605,0.7672890137974195,10.948236438218807,1.0457,0.8283,,,,,-9.970731707317073,,,,29.05853658536586,,,,,
Ningxiang,sedimentary,660.0,China,,,1,,29.697599999999998,3.6178999999999997,6.695069999999999,1.0961999999999998,,,,,,,,,,,1.0,,95.0,,,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nishikal,sedimentary,3200.0,India,,10,3,,,,,,,,,,,,,,,,145.0,,140.0,,,70.0,30.0,,,,,,,,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Noda-Tamagawa (originally rhodochrosite),sedimentary,190.0,Japan,0.8,,0.24,5,2.77,3.432,75.924,6.068,0.764,1.7380000000000002,1.24,0.506,0.166,0.27599999999999997,,25.2,551.2,,27.0,55.0,241.18,1.3599999999999999,2.54,37.81999999999999,6.600000000000001,44.8,11.65,81.2,4.34,2.1333333333333333,64.16,21.05,51.56,65.4,13.624999999999998,34.475,3.6,14.725000000000001,3.2500000000000004,1.1075,3.1725000000000003,0.54,3.3925,0.7074999999999999,2.1574999999999998,0.31,1.9775,0.31,37.12534059945504,36.024033437826546,26.27737226277372,20.71026722925457,14.069264069264067,12.729885057471265,10.367647058823529,9.310344827586206,10.29233870967742,1.1708456441166237,1.0021812833799337,4.828909714401939,1.1853,0.7611,,,,-14.678571428571429,,,,,,,0.83582,-32.8,,
Nsuta,sedimentary,2050.0,Ghana,63,,12,14,39.40071428571429,1.4582857142857146,9.301428571428572,2.4849999999999994,8.147142857142857,3.6128571428571425,0.31999999999999995,0.3092857142857143,0.14142857142857146,0.07071428571428572,,65.24685714285714,160.0,,37.69230769230769,87.6923076923077,27.692307692307693,,,196.92307692307693,,,,,,,194.6153846153846,,159.23076923076923,,3.02,7.97,0.9666666666666668,3.4633333333333334,1.0766666666666664,0.36000000000000004,1.5566666666666666,0.19333333333333333,1.12,0.22999999999999998,0.6833333333333332,0.09000000000000001,0.57,0.07333333333333335,8.228882833787466,8.32810867293626,7.0559610705596105,4.871073605250821,4.66089466089466,4.137931034482759,5.08714596949891,3.3333333333333326,2.2983870967741935,1.1734996647102507,0.8446681325645521,3.7110299469856556,,,,,,,-5.388888888888888,,-15.955555555555556,14.43333333333333,,,,,,
Obrochishte,sedimentary,28.0,Bulgaria,0.9,58,16.492,,30.43131883980081,1.8709582246438496,25.52610100296019,4.158525639387938,3.4232765692416676,7.159702033915068,0.46304201255488564,1.2106236603857516,0.48077887111231055,0.1654647726829014,26.454005461275717,,274.78676969069625,,17.87634274067528,54.88299539943034,18.589902585158722,5.844345438407762,0.2229341546735998,26.719453820742228,4.742629819747267,41.55388773610323,908.9181050827767,98.0605175611816,1.2863002991293346,3.336683631481796,864.866097406138,14.926426301838356,25.64854471470107,33.046627583525854,3.475,6.625,1.3250000000000002,,,,4.275,30.858310626702995,,,,,18.41692789968652,,25.364963503649633,9.317862165963433,5.735930735930736,,,,17.237903225806452,0.7063240238380958,,1.957177359425316,,,,,,,,,,,,,,,,,,
Ocakli,volcanogenic,85.0,Turkey,,0.5,0.25185,8,65.69813664596272,1.4831142857142858,,,,,,,0.24862857142857142,,,,2329.125,,19.25,,81.25,,,22.75,23.0,,,,,,,,30.625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Otjozondu,sedimentary,800.0,Namibia,,,2,27,47.229292929292946,13.95222222222222,14.632962962962962,2.081851851851852,1.3040740740740742,0.4225925925925926,0.5277777777777778,0.1046296296296296,0.11833333333333335,0.152962962962963,1.7400000000000002,268.3333333333333,68957.8474074074,1.2333333333333332,214.16666666666666,13.851851851851851,220.4814814814815,14.11111111111111,4.672916666666667,34.888888888888886,4.25,26.0,4.0,416.9166666666667,5.544444444444445,3.061111111111111,138.20833333333334,32.083333333333336,80.96296296296296,85.23333333333333,52.23333333333333,163.0,9.903333333333334,39.833333333333336,7.963333333333334,1.9333333333333333,7.579999999999999,1.1666666666666667,6.84,1.3266666666666664,3.5500000000000003,0.48333333333333334,2.7866666666666666,0.39666666666666667,142.32515894641236,170.32392894461861,72.28710462287104,56.02437880918894,34.47330447330447,22.222222222222225,24.77124183006536,20.114942528735632,11.236559139784946,1.6647297184524241,0.762901449827626,13.969299660853297,,,,,,,,,,,,,1.6167441860465113,,12.950000000000001,
Parnok-carbonate,sedimentary,,Russia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Parnok-silicate-oxide,sedimentary,,Russia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Postmasburg,karst/other,2100.0,South Africa,20.689655172413794,15,10.35,16,55.33139969318182,17.020625,2.9250000000000003,10.01625,,,,,0.063875,0.24874999999999994,7.23125,,16700.0,,161.0,140.0,762.0,,,389.5,3.0,,,,2.0,,330.5,,366.0,73.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
San Francisco ( Autlan),volcanogenic,34.0,Mexico,4,,1.2266666666666668,,29.03333333333333,0.47666666666666674,21.033333333333335,1.2333333333333334,13.673333333333332,1.2166,,,,0.07111111111111111,,2766.6666666666665,16700.0,,,,1266.6666666666667,1333.3333333333333,,,1266.6666666666667,,,,,,533.3333333333334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sandur-Shimoga,sedimentary,2900.0,India,,,4,10,14.725,23.17383333333333,35.443333333333335,2.0500000000000003,11.023333333333333,1.2733333333333334,1.38,0.4566666666666667,,0.21666666666666665,,,33.965,,23.06833333333333,101.98833333333334,58.72166666666667,,2.0516666666666667,59.833333333333336,,32.53,5.7749999999999995,56.61333333333332,0.9266666666666667,0.52,201.5583333333333,9.671666666666669,50.083333333333336,50.37166666666667,22.396,9.456666666666667,0.9283333333333333,3.748333333333333,0.8983333333333331,0.26333333333333336,1.0083333333333333,0.25333333333333335,1.5133333333333334,0.3033333333333333,0.9400000000000001,0.12333333333333334,0.4083333333333334,0.11666666666666665,61.024523160762946,9.881574364332986,6.776155717761557,5.271917487107361,3.888888888888889,3.0268199233716477,3.29520697167756,0.0,1.646505376344086,0.7636312304097564,0.8446915803050752,26.36593036500444,0.6828,1.0115,,,,,,,,,,,,,,
Serra do Navio,sedimentary,2100.0,Brazil,,52,20.8,,46.006944000000004,4.0086,19.761200000000002,3.1508000000000003,4.7356,3.6628000000000003,0.13131578947368422,0.01868421052631579,0.05677739130434782,0.17526315789473684,16.611999999999995,0.15,1959.2631578947369,,249.26315789473685,75.94736842105263,61.1578947368421,,2.9473684210526314,609.0,19.789473684210527,6.052631578947368,5.157894736842105,81.36842105263158,1.8421052631578947,1.736842105263158,411.7368421052632,9.526315789473685,296.6842105263158,21.263157894736842,8.126315789473685,41.75263157894737,1.6473684210526316,7.652631578947369,1.8368421052631583,0.3894736842105263,1.3473684210526315,0.2526315789473685,1.3315789473684214,0.6736842105263158,0.7578947368421053,0.20526315789473687,0.7315789473684211,0.24736842105263163,22.142549835078157,43.62866413683111,12.02458701498271,10.76319490709897,7.951697425381637,4.476709013914097,4.403164774681803,4.355716878402904,5.369269949066213,2.7459185372808355,0.9049719457292065,4.0966811492326975,2.9781,0.9504,,,,,-6.728571428571429,,,,-15.028571428571427,15.380571428571427,0.402,,,
Songtao,sedimentary,660.0,China,,,2,,24.803952,4.1613,17.15478,4.8384,,,,,,,,,,,49.0,,66.0,,,41.0,,,,,,,,,,,49.01,123.76,,27.07,,,,,,,,,,,133.54223433242507,129.32079414838037,57.84759608433099,38.07313642756681,,,,,,1.4713513285266244,,,,,,,,,,,,,,,,,,
Spława,sedimentary,94.0,Poland,,1,0.28,2,10.442499999999999,12.76,47.735,6.085,0.0,0.0,0.0,0.0,0.28500000000000003,0.20900000000000002,18.025,8.75,7577.0,,379.0,23.0,2320.0,5.5,4.0,218.5,122.5,55.0,8.5,296.0,4.8,1.2000000000000002,132.0,39.5,192.0,33.0,32.85,64.4,6.44,19.5,25.15,1.275,5.6,0.85,5.2,1.1,3.6,0.5700000000000001,3.8,0.61,89.50953678474114,67.29362591431557,47.00729927007299,27.426160337552744,108.87445887445887,14.655172413793103,18.30065359477124,14.655172413793101,15.32258064516129,1.0689493167564095,0.3226798741220238,5.876358206686591,1.0374247974139044,0.32831794980863316,5.841675032267317,,,,,,,,,,,,,
Tambao,sedimentary,2050.0,Burkina Fasso,,,6.2,2,31.242528735632185,3.8,30.0,17.81,1.63,0.54,0.07,0.38,,,8.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tangganshan,sedimentary,660.0,China,,5,1.035,7,42.645,5.1375,12.38,3.2566666666666664,3.1666666666666665,1.8533333333333333,0.7266666666666667,0.07333333333333333,0.2625,0.30333333333333334,25.866666666666664,72.2,132.03333333333333,,,,49.5,34.666666666666664,24.666666666666668,66.33333333333333,65.33333333333333,19.433333333333334,,60.833333333333336,5.833333333333333,1.4000000000000001,144.33333333333334,36.6,20.018022779562205,50.95151427013186,32.63333333333333,93.39999999999999,7.75,31.599999999999998,6.866666666666667,2.0633333333333335,6.803333333333334,1.1066666666666667,7.460000000000001,1.4266666666666665,4.266666666666667,0.5700000000000001,3.466666666666667,0.48,88.91916439600364,97.59665621734587,56.569343065693424,44.44444444444445,29.725829725829726,23.716475095785444,22.233115468409583,19.08045977011494,13.978494623655914,1.3770954641189375,0.9166067163502172,6.459841702348515,1.5251,0.984,,8.107333333333331,3.2358125,,,,,2.2325555555555554,27.210000000000004,,2.90425,34.666666666666664,,
Taojiang,sedimentary,468.0,China,,6,1.5692900000000003,2,32.71205714285714,3.1522428571428565,7.89,0.5700000000000001,19.955,1.7999999999999998,0.245,0.015,0.05,0.02,33.335,,434.0,,107.0,,80.6,,,127.71428571428571,14.5,8.95,,1172.0,0.7,,18.5,10.45,117.5,2.6,17.325,33.3,2.7025,11.375,2.3449999999999998,0.695,2.1725000000000003,0.34500000000000003,2.1,0.4075,1.045,0.14250000000000002,0.8975,0.14250000000000002,47.20708446866485,34.79623824451411,19.726277372262775,15.9985935302391,10.15151515151515,7.988505747126437,7.09967320261438,5.948275862068965,3.618951612903226,1.1341346370166425,0.993608651701903,12.91730658079432,1.1341346370166425,0.993608651701903,12.91730658079432,,0.31333333333333335,,-14.100000000000001,,,,-9.55,21.156,0.183812,7.539999999999999,,
Tennengebirge,sedimentary,180.0,Austria,,0.5,0.07986111111111112,,16.139999999999997,10.436666666666666,18.839999999999996,4.098000000000001,,,,,0.6363636363636362,0.21000000000000002,27.2,,258.0,,66.33333333333333,30.666666666666668,37.0,,4.933333333333333,30.333333333333332,5.333333333333333,,7.1000000000000005,,,3.6666666666666665,48.666666666666664,25.333333333333332,50.333333333333336,45.333333333333336,35.0,113.60000000000001,8.5325,34.925,7.1525,1.62,7.0275,0.65,6.0375000000000005,1.13,3.0275,0.3925,2.3600000000000003,0.3275,95.36784741144415,118.70428422152561,62.28102189781022,49.12095639943741,30.96320346320346,18.620689655172416,22.965686274509803,11.206896551724137,9.516129032258066,1.5402369529345654,0.6982856298926372,10.021705999168706,1.8783,0.7543,9.3293,,,,,,,,,,0.03666666666666667,,,
Tiantaishan,sedimentary,525.0,China,0.003,8.3,1.49454,8,36.8125,2.5081249999999997,6.3925,0.46875,10.8225,5.5424999999999995,0.0375,,1.7112500000000002,,34.552975887044546,48.3,120.625,1.866666666666667,19.125,6.925,16.375,13.37142857142857,,53.75,18.0,,,143.125,23.0,,58.1875,23.625,32.0,,9.587499999999999,19.125,2.0375,8.6375,1.695,0.375,1.75,0.25,1.5012500000000002,0.34875,0.99625,0.13374999999999998,0.75625,,26.123978201634877,19.98432601880878,14.872262773722625,12.148382559774966,7.337662337662337,4.310344827586206,5.718954248366013,4.310344827586206,3.049395161290323,1.0060193540186377,0.6413766216136416,8.215277349305579,0.9996,0.6383,7.8001,,,-7.475,-6.90625,,-12.725,17.980999999999998,-12.40625,18.299749999999996,,,,
Tiouine,volcanogenic,700.0,Morocco,0.9,0.6,0.645,,32.995636363636365,,28.25,5.8401,,,,,,,,,15300.0,,21.0,,7000.0,,,,13500.0,,,,,,,,105.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tokoro,volcanogenic,125.0,Japan,,0.5,0.17832666666666663,6,46.495999999999995,0.562,40.018,0.638,1.7120000000000002,0.08800000000000001,0.4640000000000001,0.066,0.08399999999999999,0.032,,,36549.4,,83.4,12.6,456.2,,4.2,196.6,40.0,3.6,,230.0,21.6,,291.2,13.666666666666666,313.2,31.0,7.625,8.0,,24.0,2.325,1.0374999999999999,,1.6375,,,,,1.625,0.25,20.776566757493185,8.359456635318704,26.669149081506355,33.755274261603375,10.064935064935064,11.925287356321839,18.32816265802535,28.23275862068965,6.55241935483871,0.38859438860160755,2.6673501052469106,3.237965485921889,0.38859438860160755,2.6673501052469106,3.1708237266820367,,,,,,,,,,,,,
Ulukent-Gökçeovacik,sedimentary,94.0,Turkey,1,20,5.25,7,63.78571428571428,3.7171428571428575,,2.494285714285714,,,,,0.18285714285714283,0.10142857142857142,,,533.7142857142857,,11.142857142857142,,,,,5.714285714285714,61.714285714285715,,,,,,,,39.285714285714285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-12.2,,,,26.206,,,,,,
Um Bogma,karst/other,336.0,Egypt,13.86,1.1,2.851276266666667,11,41.16826666666667,27.569555555555553,10.094,3.7879999999999994,,,,,0.916,0.16999999999999998,10.040000000000001,408.0,5534.777777777777,,207.88888888888889,114.75,823.0,7.839999999999999,11.32,273.55555555555554,385.3333333333333,8.280000000000001,,641.25,7.340000000000001,352.6,251.5,,1406.625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Úrkút-carbonate,sedimentary,183.0,Hungary,,302.63157894736844,46,56,28.988795859352145,9.643688636363633,18.571418333333334,3.102437837837838,4.894566216216217,2.8376509090909092,1.410766129032258,0.3078311111111111,1.00863,0.2717333333333334,,39.0,350.0285517715858,,250.2758064516129,25.5,51.58620689655172,4.428571428571429,,23.34333333333333,31.55,,2.6,149.22222222222223,3.1,1.0,44.42857142857143,,105.67857142857143,,53.333333333333336,154.66666666666666,,38.333333333333336,12.0,1.5,,1.7666666666666668,,,,0.7999999999999999,3.1,0.5,145.32243415077204,161.6161616161616,75.03240686516054,53.91467416783873,51.94805194805195,17.24137931034483,36.392132322724436,30.45977011494253,12.5,1.5477257826224815,0.3965369135164784,11.625794732061763,1.5573,0.3175,10.912,,0.33375,,-14.65217391304348,,,,0.6157391304347832,31.321739130434786,0.4699999999999999,15.68478260869565,,
Úrkút-oxide,sedimentary,184.0,Hungary,,,4.69,,30.74,30.528,15.91,3.07,,,,,0.33,0.26,13.39,,1428.7333333333333,,188.25714285714284,20.2,26.928571428571427,,,136.39999999999998,45.2,,3.099999999999999,,,3.12,,,111.2,4.0,27.957142857142856,87.64285714285714,,11.333333333333334,12.085714285714285,1.4528571428571426,,2.0857142857142854,,,,0.9857142857142858,2.7571428571428567,0.43571428571428567,66.70118835149864,209.07739066757495,56.9978881493574,26.57101479174776,28.843588896457767,3.4747714577656676,4.7780264793682745,4.9800020435967305,6.604569482288829,3.610555834630299,0.279400097862011,10.56506049236036,4.1933,0.303,11.725,,,,,,,,,,,,,
Urucum,sedimentary,700.0,Brazil,,608,186.65599999999998,9,51.15602,20.163174999999995,9.645764999999999,1.6581125,0.09766666666666668,,,,0.09142857142857143,0.14766666666666667,7.85,,3449.375,,362.6666666666667,17.333333333333332,39.625,,7.0,67.0,,,2.6033333333333335,,,,,23.0,43.0,121.33333333333333,16.586666666666666,23.566666666666666,,15.466666666666669,2.8699999999999997,0.6016666666666666,,0.4643333333333333,,,,,1.937,,45.1952770208901,24.62556600487635,27.462466469394375,21.75339896858884,12.424242424242422,6.9157088122605375,9.210799705057966,8.00574712643678,7.810483870967743,0.7836058082783102,0.6494571653734583,6.346813786030984,0.9468,0.5815,2.1161,,,,,,,,,,,,,
"Usa (Belaya Usa, Usinsk)",sedimentary,550.0,Russia,,28.2,8.436741714285715,33,33.82520413436693,5.615900000000001,12.411000000000001,1.4739999999999998,11.508,4.156999999999999,0.184,0.077,0.211,0.06900000000000002,29.168,,1218.56,,,1071.9298245614034,,,,707.2289156626506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.3833333333333324,-11.83,,-9.667111111111112,21.038888888888895,-9.636000000000001,21.07,,,,
Vani,volcanogenic,1.0,Greece,,2.1,0.3024,88,38.911688311688316,2.358311688311688,18.68375,6.687272727272728,0.7271428571428572,0.5637662337662336,5.102987012987012,1.9407792207792212,0.03571428571428571,0.1522987012987012,12.55,1309.4285714285713,17770.666666666668,23.25,9.75,,619.5467532467533,12.274999999999999,7.208955223880598,0.5625,850.193636363636,,3.0125,1244.9138961038961,3.5880597014925373,4.6462686567164155,47.0,17.476,409.9753246753246,32.152777777777786,18.525000000000002,25.440277777777776,3.215277777777779,12.270833333333336,2.641666666666668,3.6981944444444466,3.487500000000001,0.3716666666666668,2.9472222222222224,0.5358571428571429,2.0166666666666675,0.2773584905660377,2.059722222222223,0.3865714285714285,50.47683923705721,26.583362359224434,23.469180859691807,17.25855602437881,11.435786435786433,,11.397058823529417,5.915119363395221,8.305331541218642,0.7913889966853932,,7.600894974002878,0.7201,,,,,,,,,,,,,,,
Wafangzi (Wafangtzu) - carbonate,sedimentary,1120.0,China,,37.7,8.143200000000002,13,40.03626917,9.624500000000001,11.762500000000001,2.11375,3.19375,3.2637500000000004,0.0275,0.06875,0.09964469999999999,0.0325,28.9,,13.87125,,221.625,168.625,20.925,,5.0,51.625,88.75,6.2,11.25,12.014999999999999,3.5375,,39.0,29.0,132.625,13.9375,17.833333333333332,36.166666666666664,4.3500000000000005,17.5,3.9333333333333336,0.7283333333333334,3.983333333333334,0.6283333333333333,3.8666666666666667,0.7716666666666668,2.0500000000000003,0.3033333333333333,1.8349999999999997,0.25000000000000006,48.59218891916439,37.791710205503314,31.75182481751825,24.61322081575246,17.027417027417027,8.371647509578544,13.017429193899785,10.833333333333334,7.399193548387096,0.9603256350133368,0.5508694604346956,8.317684213401872,0.7855,0.5117,,,,-6.5,,,,23.466,,,,,,
Wafangzi (Wafangtzu) - oxide,sedimentary,1120.0,China,,,,,42.312287104,21.4986,14.623999999999999,2.0,3.4159999999999995,2.2039999999999997,0.11599999999999999,0.308,0.05299103999999999,0.048,9.436000000000002,,315.6,,66.6,105.4,36.31999999999999,,7.0,26.8,55.4,5.133333333333333,14.6,158.2,4.14,,21.8,26.333333333333332,61.9,15.64,24.333333333333332,44.666666666666664,5.2,21.0,4.7,0.7666666666666666,4.3999999999999995,0.6966666666666667,3.9333333333333336,0.7766666666666667,1.9000000000000001,0.26,1.2133333333333332,0.16,66.30336058128974,46.67363288052943,37.956204379562045,29.535864978902953,20.346320346320343,8.812260536398469,14.37908496732026,12.011494252873563,4.892473118279571,0.9325104799194275,0.5150689326580128,14.898663552614506,0.9207,0.5308,,,,,,,,,,,,,,
Waziristan,volcanogenic,150.0,Pakistan,,0.5,0.17587333333333338,,45.88,2.96,43.69,0.73,,,,,0.2481143310837634,0.32,3.28,,415.0,,11.0,46.0,72.0,2.0,,36.0,49.0,,2.0,,,2.0,144.0,,64.0,,46.2,3.84,,65.67,12.79,3.9,5.99,,7.07,,4.02,,3.95,1.14,125.88555858310627,4.012539184952978,102.40557036889318,92.36286919831224,55.36796536796536,44.827586206896555,19.575163398692812,,15.92741935483871,0.03534024374371746,1.3616433649574005,7.903700893319077,0.03534024374371746,1.3616433649574005,,,,,,,,,,,,,,
White Oak Mtn,karst/other,345.0,USA,,,,3,45.14708812260536,0.5499999999999999,2.56,22.099999999999998,0.050666666666666665,0.05000000000000001,0.15333333333333332,0.08333333333333333,0.06733333333333334,0.001,14.643333333333333,,2149.0196078431372,,15130.222222222224,,1913.9240506329115,,,11170.666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Woodie Woodie,sedimentary,2764.0,Australia,,19.4,8.555399999999999,7,61.07505,5.684724999999999,12.189782986111112,1.646875,0.521875,1.0225,1.551875,0.25625000000000003,0.09687499999999999,0.035,2.545,101.4210606060606,6311.200000000001,,262.06806408544725,77.16499999999999,694.45,20.85,,130.6065997322624,426.39854260089686,13.57,,552.0677220077221,,3.79,100.54,19.38,461.97788697788707,,16.02,24.9,3.78,15.19,3.1,0.69,2.84,0.45,2.65,0.53,1.39,0.18,1.04,0.15,43.65122615803815,26.018808777429467,27.591240875912405,21.364275668073137,13.419913419913419,7.931034482758621,9.281045751633986,7.758620689655173,4.193548387096774,0.7497277212670067,0.7106512501457944,10.409138545378328,0.0,0.0,0.01576154788288814,0.01576154788288814,0.03673845211711187,,,,,,,,0.023,,,
Xialei,sedimentary,367.0,China,,131.5,31.005,,31.044760264140102,17.520555555555557,19.22888888888889,1.6177777777777775,4.968333333333333,3.253333333333334,0.6859999999999999,0.772,0.33,0.05500000000000001,22.39,,,,,,,,,492.7877947295422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.20400000000000001,,-7.040000000000001,,,,-6.753333333333334,23.913333333333334,,10.75,,
Xiangtan,sedimentary,660.0,China,,10,2.1,12,39.33833333333333,3.57653791130186,21.481666666666666,4.773333333333333,,,,,0.32954545454545453,0.32,25.578333333333333,,3737.1666666666665,,,,31.0,17.833333333333332,15.5,40.333333333333336,19.0,,,,,6.72,84.66666666666667,41.15,121.2296423214378,66.17190053192209,35.86666666666667,99.13333333333333,9.03,37.199999999999996,7.866666666666667,1.415,7.413333333333333,1.2066666666666668,7.791666666666667,1.5816666666666668,4.538333333333333,0.6616666666666666,3.8833333333333333,0.5433333333333333,97.72933696639419,103.58760013932428,65.91240875912408,52.32067510548523,34.05483405483405,16.264367816091955,24.226579520697168,20.804597701149426,15.658602150537634,1.290659563961537,0.5662415735966372,6.241255510986891,1.4965,0.5989,,,,,,,,,,,,,,
Ansongo (Takavasita),volcanogenic,2100.0,Mali,,8.5,4,,47.1,3.5749999999999997,3.5,,,,,,0.2977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Batesville,sedimentary,455.0,USA,0.14,,0.03756666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bonai district, other",sedimentary,3200.0,India,,,8.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bou Arfa,karst/other,195.0,Morocco,2,,0.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Coquimbo,volcanogenic,99.0,Chile,,,0.137,,,,,,,,,,,,,,5000.0,,15.0,,15300.0,,,10.0,150.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
East Syan (Nizhneudinsk),sedimentary,700.0,Russia,,50,7.5,,34.80068965517241,7.18,45.5,2.8,,,,,0.687,,4.25,,18714.37908496732,,865.3333333333333,3441.176470588235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eastern Cuba,volcanogenic,48.0,Cuba,,,2.8600000000000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
